"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","prolific_id","att_1","att_2","autonomy_1","harm_1","die_1","exploit_1","deteriorate_1","being_harmed_1","well_being_1","comp","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","workerID","hitID","assignmentId","AI_type"
"2025-01-27 08:32:19","2025-01-27 08:40:05","0","Anonymized","100","466","1","2025-01-27 08:40:05","R_6dn3YkiQYYpKyGh","","","","","Anonymized","Anonymized","anonymous","EN","1","5c36e40e299f82000103ce0a","2","5","50","11","0","0","0","0","0","3","1","","3","","44","1","","","","","mines"
"2025-01-27 08:37:52","2025-01-27 08:40:25","0","Anonymized","100","153","1","2025-01-27 08:40:25","R_1lt9AqyrdQS4UJe","","","","","Anonymized","Anonymized","anonymous","EN","1","61639cbb5ffec1a6b93b2334","2","5","50","50","0","71","61","60","40","1","2","","3","","46","4","","","","","control"
"2025-01-27 08:38:28","2025-01-27 08:40:27","0","Anonymized","100","118","1","2025-01-27 08:40:27","R_7qBLW07CaeEoWuc","","","","","Anonymized","Anonymized","anonymous","EN","1","648646988a5170373da06a9e","2","5","0","0","0","50","0","0","0","3","1","","3","","52","4","","","","","mines"
"2025-01-27 08:39:14","2025-01-27 08:42:20","0","Anonymized","100","186","1","2025-01-27 08:42:21","R_3dN3XzaD8Xai9aF","","","","","Anonymized","Anonymized","anonymous","EN","1","5654171504212700054a12ad","2","5","50","100","50","100","50","50","50","1","2","","1","","42","3","","","","","control"
"2025-01-27 08:41:39","2025-01-27 08:43:37","0","Anonymized","100","118","1","2025-01-27 08:43:38","R_724uiSGLIah0iHx","","","","","Anonymized","Anonymized","anonymous","EN","1","55b90235fdf99b26070d7663","2","5","72","79","64","64","78","57","52","2","2","","3","","44","5","","","","","control"
"2025-01-27 08:44:10","2025-01-27 08:46:30","0","Anonymized","100","140","1","2025-01-27 08:46:30","R_6gSnu6G6SxBWudj","","","","","Anonymized","Anonymized","anonymous","EN","1","604fc38a4de8e6e1e0e0ea7b","2","5","100","100","100","100","50","90","90","3","2","","5","","35","1","","","","","mines"
"2025-01-27 08:44:20","2025-01-27 08:47:27","0","Anonymized","100","187","1","2025-01-27 08:47:28","R_3zFJzKQxUHLlm3n","","","","","Anonymized","Anonymized","anonymous","EN","1","66544b06d9f37cea164b6022","2","5","0","0","0","0","0","0","0","1","1","","1","","24","1","","","","","control"
"2025-01-27 08:43:37","2025-01-27 08:54:20","0","Anonymized","100","642","1","2025-01-27 08:54:20","R_6EQhcFe5Xi9e3EK","","","","","Anonymized","Anonymized","anonymous","EN","1","63d2f3294efc674f84b302d2","2","5","100","100","55","40","79","89","60","2","1","","4","","27","1","","","","","aging"
"2025-01-27 08:42:36","2025-01-27 08:56:50","0","Anonymized","100","853","1","2025-01-27 08:56:50","R_5FsqQJebHGIipI8","","","","","Anonymized","Anonymized","anonymous","EN","1","62964d27c2b2866faa677493","2","5","71","60","78","71","76","90","68","1","1","","3","","35","1","","","","","aging"
"2025-01-27 11:38:18","2025-01-27 11:41:07","0","Anonymized","100","168","1","2025-01-27 11:41:08","R_7SHOzPVp3KiHJHH","","","","","Anonymized","Anonymized","anonymous","EN","1","65aaf74b028a4828c08a4630","2","5","90","89","89","89","89","88","34","1","1","","3","","79","3","","","","","mines"
"2025-01-27 11:40:37","2025-01-27 11:42:16","0","Anonymized","100","98","1","2025-01-27 11:42:17","R_7GEzk3NVCM9ywPT","","","","","Anonymized","Anonymized","anonymous","EN","1","6316972ef4d8ad8f45a16d7f","2","5","0","5","0","5","95","95","95","1","1","","3","","45","4","","","","","aging"
"2025-01-27 11:40:13","2025-01-27 11:42:29","0","Anonymized","100","135","1","2025-01-27 11:42:30","R_1GuDzLV9Hh9Apoc","","","","","Anonymized","Anonymized","anonymous","EN","1","5f2df42324e8d813b1c620d2","2","5","65","83","84","79","88","68","81","3","2","","2","","32","3","","","","","mines"
"2025-01-27 11:40:21","2025-01-27 11:42:42","0","Anonymized","100","140","1","2025-01-27 11:42:42","R_1B8tkk7QyPMK33r","","","","","Anonymized","Anonymized","anonymous","EN","1","62b0b9d60841bfa66838f436","2","5","0","0","0","50","61","70","71","1","2","","3","","63","4","","","","","control"
"2025-01-27 11:40:48","2025-01-27 11:42:45","0","Anonymized","100","116","1","2025-01-27 11:42:45","R_3rOOELDPduWvh7O","","","","","Anonymized","Anonymized","anonymous","EN","1","62d59a066ee263bb659aa445","2","5","0","50","0","30","90","100","81","1","2","","3","","71","3","","","","","control"
"2025-01-27 11:41:15","2025-01-27 11:42:47","0","Anonymized","100","92","1","2025-01-27 11:42:48","R_1vdlt1IkRvcNg2Z","","","","","Anonymized","Anonymized","anonymous","EN","1","5d617ba9364f9a0019f1dac3","2","5","55","61","50","59","55","72","39","2","4","nonbinary","2","","39","2","","","","","aging"
"2025-01-27 11:40:13","2025-01-27 11:42:48","0","Anonymized","100","154","1","2025-01-27 11:42:48","R_1hEc4oeCGRCWWeR","","","","","Anonymized","Anonymized","anonymous","EN","1","636170aa8140956fdb365473","2","5","21","22","10","89","41","58","54","2","1","","6","Native American","48","1","","","","","aging"
"2025-01-27 11:39:43","2025-01-27 11:42:55","0","Anonymized","100","191","1","2025-01-27 11:42:55","R_5LYSB0d6KuTG9nh","","","","","Anonymized","Anonymized","anonymous","EN","1","63d209778cf36665be2d42ec","2","5","50","71","40","62","63","61","60","3","1","","3","","26","2","","","","","mines"
"2025-01-27 11:41:48","2025-01-27 11:42:58","0","Anonymized","100","69","1","2025-01-27 11:42:59","R_6TB4EC1UmCPczQR","","","","","Anonymized","Anonymized","anonymous","EN","1","5fd0dc0d8dae67016ed65a54","2","5","62","48","57","59","59","53","52","2","1","","3","","33","1","","","","","control"
"2025-01-27 11:41:28","2025-01-27 11:42:58","0","Anonymized","100","90","1","2025-01-27 11:42:59","R_1KKrvxsWj9FkRG1","","","","","Anonymized","Anonymized","anonymous","EN","1","66baa1d8d32d2acfdef8a749","2","5","69","70","67","74","71","74","67","3","2","","3","","42","3","","","","","control"
"2025-01-27 11:41:01","2025-01-27 11:42:58","0","Anonymized","100","116","1","2025-01-27 11:42:59","R_6EOZXVKMO7esCqd","","","","","Anonymized","Anonymized","anonymous","EN","1","615d2de8bfd11d57af47423a","2","5","20","6","31","9","19","19","9","2","1","","3","","59","3","","","","","aging"
"2025-01-27 11:39:58","2025-01-27 11:43:08","0","Anonymized","100","189","1","2025-01-27 11:43:08","R_5q8z2RotFYvjzh2","","","","","Anonymized","Anonymized","anonymous","EN","1","665d3b8935ef56ce74c4761f","2","5","20","61","51","50","19","10","4","1","2","","3","","54","4","","","","","control"
"2025-01-27 11:41:51","2025-01-27 11:43:14","0","Anonymized","100","83","1","2025-01-27 11:43:15","R_5gETDj5ndeY0YIV","","","","","Anonymized","Anonymized","anonymous","EN","1","5ef256599b968e0a44926c18","2","5","25","50","20","50","20","20","20","1","1","","3","","25","5","","","","","control"
"2025-01-27 11:41:48","2025-01-27 11:43:16","0","Anonymized","100","88","1","2025-01-27 11:43:16","R_5afqX6yeKBi8F80","","","","","Anonymized","Anonymized","anonymous","EN","1","63d7d4e2ebf6c98c92c2a7f8","2","5","81","80","80","83","76","75","67","1","2","","3","","30","3","","","","","control"
"2025-01-27 11:41:03","2025-01-27 11:43:19","0","Anonymized","100","136","1","2025-01-27 11:43:19","R_7MAS0CvDjC3fbHz","","","","","Anonymized","Anonymized","anonymous","EN","1","667ef3c6b1ce7f18e774b31b","2","5","19","72","10","51","61","100","61","1","2","","3","","55","4","","","","","control"
"2025-01-27 11:40:48","2025-01-27 11:43:27","0","Anonymized","100","159","1","2025-01-27 11:43:27","R_6s47l1IhgWKQYM2","","","","","Anonymized","Anonymized","anonymous","EN","1","663a6537d8be42a9bd890765","2","5","70","51","50","49","65","70","70","3","4","non-binary trans","3","","35","3","","","","","mines"
"2025-01-27 11:41:16","2025-01-27 11:43:27","0","Anonymized","100","131","1","2025-01-27 11:43:27","R_7DLyMZB0cc5jiXn","","","","","Anonymized","Anonymized","anonymous","EN","1","596a4e2c2dcbae0001d961d2","2","5","10","10","51","10","51","51","51","3","1","","3","","42","7","","","","","mines"
"2025-01-27 11:41:00","2025-01-27 11:43:31","0","Anonymized","100","150","1","2025-01-27 11:43:31","R_6ptIvLwdbjLNpo2","","","","","Anonymized","Anonymized","anonymous","EN","1","6665efecf0a78949951e09b7","2","5","39","40","9","30","60","50","30","1","2","","3","","61","3","","","","","control"
"2025-01-27 11:41:38","2025-01-27 11:43:42","0","Anonymized","100","124","1","2025-01-27 11:43:43","R_3sOUH1c6IkQweiZ","","","","","Anonymized","Anonymized","anonymous","EN","1","5f95290d3f11f238ab3159df","2","5","0","60","60","60","15","15","0","3","2","","3","","42","4","","","","","mines"
"2025-01-27 11:41:40","2025-01-27 11:43:49","0","Anonymized","100","128","1","2025-01-27 11:43:49","R_5Dd5BUeegyp1dBZ","","","","","Anonymized","Anonymized","anonymous","EN","1","667adb24ee04cc6fd9829d66","2","5","55","70","60","65","35","55","45","2","1","","3","","25","1","","","","","aging"
"2025-01-27 11:40:59","2025-01-27 11:43:50","0","Anonymized","100","171","1","2025-01-27 11:43:51","R_1M9vBHr4nQUu3at","","","","","Anonymized","Anonymized","anonymous","EN","1","6657561a43b56863ebba9584","2","5","50","60","50","50","90","90","30","3","1","","3","","41","4","","","","","mines"
"2025-01-27 11:41:39","2025-01-27 11:43:55","0","Anonymized","100","135","1","2025-01-27 11:43:56","R_7n0AjJjteTt1aal","","","","","Anonymized","Anonymized","anonymous","EN","1","5e32f34f2a574a01ebf984ab","2","5","0","0","0","20","0","0","0","2","1","","3","","40","4","","","","","aging"
"2025-01-27 11:42:20","2025-01-27 11:44:03","0","Anonymized","100","103","1","2025-01-27 11:44:03","R_3dgcRcHvMmfI7tv","","","","","Anonymized","Anonymized","anonymous","EN","1","6644b22d79694746ab639c02","2","5","17","20","22","19","20","20","20","1","2","","3","","62","5","","","","","control"
"2025-01-27 11:41:33","2025-01-27 11:44:19","0","Anonymized","100","166","1","2025-01-27 11:44:20","R_1AvtjdNyhCIBJYZ","","","","","Anonymized","Anonymized","anonymous","EN","1","65f4ab7884f8411c9e11a34e","2","5","70","80","80","80","70","60","60","2","1","","3","","32","3","","","","","aging"
"2025-01-27 11:42:09","2025-01-27 11:44:24","0","Anonymized","100","134","1","2025-01-27 11:44:24","R_5zpSOnN02fGiOnp","","","","","Anonymized","Anonymized","anonymous","EN","1","5c376ea0eecc440001c58889","2","5","0","0","0","0","100","100","100","3","1","","3","","46","4","","","","","mines"
"2025-01-27 11:41:44","2025-01-27 11:44:25","0","Anonymized","100","161","1","2025-01-27 11:44:26","R_5RUOYBrr6cHZOu9","","","","","Anonymized","Anonymized","anonymous","EN","1","66688d382c9a68cf4bb7e293","2","5","40","60","42","40","71","45","55","2","1","","3","","34","4","","","","","aging"
"2025-01-27 11:42:22","2025-01-27 11:44:30","0","Anonymized","100","128","1","2025-01-27 11:44:31","R_6F2tVAtbhy17I0Q","","","","","Anonymized","Anonymized","anonymous","EN","1","66a39aeeafa9e56fe60f68c7","2","5","90","90","52","91","91","90","52","2","1","","3","","51","4","","","","","aging"
"2025-01-27 11:41:18","2025-01-27 11:44:50","0","Anonymized","100","211","1","2025-01-27 11:44:50","R_1tRuZ06FBTnzVuN","","","","","Anonymized","Anonymized","anonymous","EN","1","667dc345297b040fa844727a","2","5","0","41","0","25","28","0","0","3","2","","3","","36","5","","","","","mines"
"2025-01-27 11:41:24","2025-01-27 11:44:57","0","Anonymized","100","213","1","2025-01-27 11:44:57","R_67txMFgMD9lAjyV","","","","","Anonymized","Anonymized","anonymous","EN","1","66293a97afaf09c613477f83","2","5","40","40","40","40","40","40","39","3","2","","3","","56","3","","","","","mines"
"2025-01-27 11:43:11","2025-01-27 11:45:04","0","Anonymized","100","112","1","2025-01-27 11:45:04","R_51aZ43hUXIJh2DW","","","","","Anonymized","Anonymized","anonymous","EN","1","593890eac6aa16000101f037","2","5","22","66","55","39","41","28","19","1","1","","3","","27","4","","","","","aging"
"2025-01-27 11:40:59","2025-01-27 11:45:09","0","Anonymized","100","250","1","2025-01-27 11:45:10","R_39fND0szM5sXTNf","","","","","Anonymized","Anonymized","anonymous","EN","1","5e7909d956b26e4aba9a460b","2","5","14","21","16","24","81","7","12","3","1","","3","","52","5","","","","","mines"
"2025-01-27 11:43:39","2025-01-27 11:45:18","0","Anonymized","100","98","1","2025-01-27 11:45:19","R_5Zq8Fr0zAvtfZQd","","","","","Anonymized","Anonymized","anonymous","EN","1","65c0ed76e2e195876cfd9b74","2","5","65","76","58","70","0","60","0","2","1","","3","","55","4","","","","","control"
"2025-01-27 11:42:39","2025-01-27 11:45:28","0","Anonymized","100","169","1","2025-01-27 11:45:28","R_3E3xD0GIwEpClfX","","","","","Anonymized","Anonymized","anonymous","EN","1","6632a68dd977c623f763a41a","2","5","0","0","10","0","9","10","9","3","1","","3","","55","4","","","","","mines"
"2025-01-27 11:43:52","2025-01-27 11:45:39","0","Anonymized","100","106","1","2025-01-27 11:45:39","R_5Lu05hIodxQu1hC","","","","","Anonymized","Anonymized","anonymous","EN","1","616ef680ab8ca318a227f5ec","2","5","0","0","0","0","0","9","0","2","2","","5","","59","3","","","","","aging"
"2025-01-27 11:43:06","2025-01-27 11:45:45","0","Anonymized","100","158","1","2025-01-27 11:45:45","R_78RGkle5NSfWiWy","","","","","Anonymized","Anonymized","anonymous","EN","1","600c167e28de48080e812884","2","5","0","0","0","0","0","0","0","3","1","","3","","58","4","","","","","mines"
"2025-01-27 11:40:43","2025-01-27 11:45:50","0","Anonymized","100","307","1","2025-01-27 11:45:50","R_62Q6GprXQM4ZmLK","","","","","Anonymized","Anonymized","anonymous","EN","1","654a86d08714f739c9fcea21","2","5","60","65","65","65","20","50","25","2","2","","3","","52","5","","","","","aging"
"2025-01-27 11:43:43","2025-01-27 11:45:52","0","Anonymized","100","129","1","2025-01-27 11:45:53","R_3wudzpuNFyexS6k","","","","","Anonymized","Anonymized","anonymous","EN","1","5c000ea973ca150001c3a65f","2","5","100","100","100","10","50","70","10","2","1","","2","","42","3","","","","","aging"
"2025-01-27 11:43:28","2025-01-27 11:46:00","0","Anonymized","100","151","1","2025-01-27 11:46:00","R_1FrzHUs5PhoWQHh","","","","","Anonymized","Anonymized","anonymous","EN","1","5efe6daf6a2551378201893e","2","5","0","0","0","0","0","0","0","3","1","","3","","53","3","","","","","mines"
"2025-01-27 11:43:24","2025-01-27 11:46:10","0","Anonymized","100","165","1","2025-01-27 11:46:10","R_1uUkctAwOxlXL2b","","","","","Anonymized","Anonymized","anonymous","EN","1","5db48b4d14dab8000de45fdf","2","5","50","100","100","91","19","19","9","2","2","","3","","48","1","","","","","aging"
"2025-01-27 11:44:36","2025-01-27 11:46:26","0","Anonymized","100","110","1","2025-01-27 11:46:27","R_1SPRKFVqRMcBVQZ","","","","","Anonymized","Anonymized","anonymous","EN","1","5ccf87bfb46c7000010d8428","2","5","60","61","61","72","17","28","33","1","1","","3","","30","4","","","","","control"
"2025-01-27 11:44:07","2025-01-27 11:46:31","0","Anonymized","100","143","1","2025-01-27 11:46:31","R_5tas9DRg6EvVg6R","","","","","Anonymized","Anonymized","anonymous","EN","1","565c6791c121fe0012fc3caf","2","5","0","0","0","0","0","0","0","3","2","","3","","38","3","","","","","mines"
"2025-01-27 11:44:50","2025-01-27 11:46:52","0","Anonymized","100","121","1","2025-01-27 11:46:52","R_3fIENox9mNvZErh","","","","","Anonymized","Anonymized","anonymous","EN","1","574450f63fdc69000e09555d","2","5","50","66","64","65","70","80","69","3","2","","3","","50","3","","","","","mines"
"2025-01-27 11:44:11","2025-01-27 11:46:55","0","Anonymized","100","164","1","2025-01-27 11:46:56","R_5enaXmXs6hd3ABO","","","","","Anonymized","Anonymized","anonymous","EN","1","60dbf4d94a3b5564b68881e8","2","5","40","52","40","57","35","29","28","2","2","","3","","24","3","","","","","aging"
"2025-01-27 11:45:48","2025-01-27 11:46:59","0","Anonymized","100","71","1","2025-01-27 11:47:00","R_3i3i4E3fAHaE8mu","","","","","Anonymized","Anonymized","anonymous","EN","1","6413582d1012b558dbb28dd6","2","5","71","65","41","41","62","65","65","1","1","","3","","26","3","","","","","control"
"2025-01-27 11:43:44","2025-01-27 11:47:01","0","Anonymized","100","197","1","2025-01-27 11:47:02","R_71eODJ2GxEwnqnf","","","","","Anonymized","Anonymized","anonymous","EN","1","668d08202c64c06fc4c0fbd6","2","5","40","25","25","30","55","55","55","3","2","","3","","41","4","","","","","mines"
"2025-01-27 11:45:21","2025-01-27 11:47:02","0","Anonymized","100","100","1","2025-01-27 11:47:02","R_5FzdFcvYGtC4xiz","","","","","Anonymized","Anonymized","anonymous","EN","1","5fc7e4142a10490c47936a64","2","5","50","50","19","72","50","50","20","2","2","","3","","34","4","","","","","aging"
"2025-01-27 11:45:55","2025-01-27 11:47:17","0","Anonymized","100","82","1","2025-01-27 11:47:17","R_12sa2AiHCRlQvii","","","","","Anonymized","Anonymized","anonymous","EN","1","5e8fb6ba9b5ff02b5150ab10","2","5","18","29","26","17","0","10","0","2","1","","4","","26","5","","","","","mines"
"2025-01-27 11:44:00","2025-01-27 11:47:38","0","Anonymized","100","217","1","2025-01-27 11:47:38","R_7R3cEwYM1Q9xWSN","","","","","Anonymized","Anonymized","anonymous","EN","1","6685b8b4e5f74b3a1d405b21","2","5","50","55","50","60","50","35","40","2","2","","3","","51","3","","","","","aging"
"2025-01-27 11:44:15","2025-01-27 11:47:50","0","Anonymized","100","214","1","2025-01-27 11:47:50","R_7iWumCfI59Vvhys","","","","","Anonymized","Anonymized","anonymous","EN","1","629e1261dc860cbee1a8be12","2","5","0","100","0","0","0","0","0","1","2","","3","","40","4","","","","","control"
"2025-01-27 11:45:16","2025-01-27 11:47:54","0","Anonymized","100","157","1","2025-01-27 11:47:54","R_7ikAgIZmonOy9Ri","","","","","Anonymized","Anonymized","anonymous","EN","1","5f9ed5eafd1b45499959f328","2","5","1","10","0","0","2","15","0","2","2","","3","","40","5","","","","","aging"
"2025-01-27 11:46:21","2025-01-27 11:47:58","0","Anonymized","100","96","1","2025-01-27 11:47:58","R_7q8UOT4OGRRyLdx","","","","","Anonymized","Anonymized","anonymous","EN","1","662d57d09714cf1c25756326","2","5","0","0","0","0","30","4","20","3","1","","3","","48","3","","","","","mines"
"2025-01-27 11:46:25","2025-01-27 11:48:13","0","Anonymized","100","108","1","2025-01-27 11:48:13","R_15NHrs923DjprZR","","","","","Anonymized","Anonymized","anonymous","EN","1","612e91f6654fd2227289c863","2","5","59","62","28","60","70","74","62","2","1","","3","","34","3","","","","","aging"
"2025-01-27 11:44:59","2025-01-27 11:48:15","0","Anonymized","100","195","1","2025-01-27 11:48:15","R_32wZKJsU2UcVPSV","","","","","Anonymized","Anonymized","anonymous","EN","1","65cd90916d6c5ca9f796e9a3","2","5","0","0","0","0","0","0","0","3","2","","1","","37","4","","","","","mines"
"2025-01-27 11:44:49","2025-01-27 11:48:16","0","Anonymized","100","207","1","2025-01-27 11:48:17","R_3G6D30L663L1E3L","","","","","Anonymized","Anonymized","anonymous","EN","1","65f362ffea415d878f1f4f1d","2","5","50","76","83","50","100","100","80","3","2","","3","","57","3","","","","","mines"
"2025-01-27 11:43:16","2025-01-27 11:48:17","0","Anonymized","100","301","1","2025-01-27 11:48:18","R_7zcrvnVd0qHRtb7","","","","","Anonymized","Anonymized","anonymous","EN","1","646bf9533847a5cbaac4825c","2","5","0","50","60","10","50","50","10","1","2","","3","","62","4","","","","","control"
"2025-01-27 11:46:52","2025-01-27 11:48:43","0","Anonymized","100","111","1","2025-01-27 11:48:44","R_1nJmfuSFSZc5iKJ","","","","","Anonymized","Anonymized","anonymous","EN","1","61bb396b40db417c1a138e43","2","5","13","30","15","21","50","12","29","2","2","","3","","52","4","","","","","aging"
"2025-01-27 11:46:25","2025-01-27 11:49:01","0","Anonymized","100","155","1","2025-01-27 11:49:02","R_1qDJgM1ex571qsc","","","","","Anonymized","Anonymized","anonymous","EN","1","606cf604adbb6982bb382881","2","5","100","100","0","100","100","100","100","1","1","","3","","39","8","Some high school","","","","control"
"2025-01-27 11:47:25","2025-01-27 11:49:01","0","Anonymized","100","96","1","2025-01-27 11:49:02","R_6ubmVc0s5a4gtKV","","","","","Anonymized","Anonymized","anonymous","EN","1","631b20fe907d287dc6c1ea1e","2","5","65","68","69","70","59","75","80","2","1","","3","","27","4","","","","","aging"
"2025-01-27 11:47:51","2025-01-27 11:49:05","0","Anonymized","100","74","1","2025-01-27 11:49:05","R_5JFcxmIUua8mbO5","","","","","Anonymized","Anonymized","anonymous","EN","1","589fc07f1521230001ebf494","2","5","40","39","42","40","40","50","30","1","2","","3","","45","5","","","","","control"
"2025-01-27 11:46:52","2025-01-27 11:49:14","0","Anonymized","100","141","1","2025-01-27 11:49:14","R_6OVpC3JqiQ2GsKJ","","","","","Anonymized","Anonymized","anonymous","EN","1","56157e827ffc8a0005812ae9","2","5","50","60","45","50","10","50","15","1","1","","3","","43","4","","","","","control"
"2025-01-27 11:46:38","2025-01-27 11:49:34","0","Anonymized","100","175","1","2025-01-27 11:49:34","R_6fIBOGPrG1rR4NQ","","","","","Anonymized","Anonymized","anonymous","EN","1","5dd2f94a238a913096c52317","2","5","29","28","29","29","40","39","41","3","2","","3","","42","2","","","","","mines"
"2025-01-27 11:47:48","2025-01-27 11:49:41","0","Anonymized","100","113","1","2025-01-27 11:49:41","R_1TH7FGEuWnAiDat","","","","","Anonymized","Anonymized","anonymous","EN","1","668ebf594982c57c983cd910","2","5","0","0","0","0","1","0","0","3","2","","3","","68","4","","","","","mines"
"2025-01-27 11:46:53","2025-01-27 11:49:41","0","Anonymized","100","168","1","2025-01-27 11:49:42","R_5HeHd55EWWIpG1C","","","","","Anonymized","Anonymized","anonymous","EN","1","5706fb93914b7100093b7925","2","5","69","68","68","68","30","44","33","1","1","","3","","25","4","","","","","control"
"2025-01-27 11:48:13","2025-01-27 11:49:47","0","Anonymized","100","94","1","2025-01-27 11:49:48","R_7M5t4h99wYO371Q","","","","","Anonymized","Anonymized","anonymous","EN","1","5fb8b141a2e5dd63494c80f1","2","5","100","89","90","100","100","97","100","3","2","","4","","36","1","","","","","mines"
"2025-01-27 11:46:29","2025-01-27 11:49:50","0","Anonymized","100","200","1","2025-01-27 11:49:50","R_5j8P4IbQCPds5Wc","","","","","Anonymized","Anonymized","anonymous","EN","1","66a95d70975d6208dbb70c1e","2","5","19","12","13","41","29","14","30","3","1","","3","","45","2","","","","","mines"
"2025-01-27 11:46:37","2025-01-27 11:49:54","0","Anonymized","100","196","1","2025-01-27 11:49:54","R_7KURlO4SEkX3lOM","","","","","Anonymized","Anonymized","anonymous","EN","1","60ddfe929fff846f04cd2c95","2","5","81","61","29","80","72","75","50","2","2","","3","","36","4","","","","","aging"
"2025-01-27 11:46:55","2025-01-27 11:49:54","0","Anonymized","100","179","1","2025-01-27 11:49:55","R_5CINyiza2g3vvxi","","","","","Anonymized","Anonymized","anonymous","EN","1","65604636575642aae60c29f6","2","5","10","1","5","1","18","26","67","3","2","","1","","46","3","","","","","mines"
"2025-01-27 11:48:14","2025-01-27 11:49:56","0","Anonymized","100","101","1","2025-01-27 11:49:56","R_6qaQAxd0PJVYiL4","","","","","Anonymized","Anonymized","anonymous","EN","1","5dd42e7f35cf744223c60d1b","2","5","53","57","75","40","54","53","45","2","1","","3","","44","3","","","","","control"
"2025-01-27 11:47:51","2025-01-27 11:50:05","0","Anonymized","100","134","1","2025-01-27 11:50:05","R_5DM0FAgwjbZSiMT","","","","","Anonymized","Anonymized","anonymous","EN","1","655f8b8f810898dd82813bbb","2","5","96","88","6","18","70","69","19","1","2","","1","","33","4","","","","","aging"
"2025-01-27 11:46:54","2025-01-27 11:50:06","0","Anonymized","100","192","1","2025-01-27 11:50:07","R_5aztDLTUe3IxrhA","","","","","Anonymized","Anonymized","anonymous","EN","1","62e2f0f23427f0ab91180313","2","5","73","69","18","80","79","87","66","2","1","","3","","39","4","","","","","aging"
"2025-01-27 11:47:29","2025-01-27 11:50:12","0","Anonymized","100","163","1","2025-01-27 11:50:13","R_5FXU2Hvm10cgLOV","","","","","Anonymized","Anonymized","anonymous","EN","1","6143af8721d1445864c4f6c8","2","5","0","0","0","0","0","0","0","3","1","","3","","52","1","","","","","mines"
"2025-01-27 11:46:27","2025-01-27 11:50:20","0","Anonymized","100","232","1","2025-01-27 11:50:20","R_7tpZE8SSv8H3RL3","","","","","Anonymized","Anonymized","anonymous","EN","1","646619d0918746fb726da63e","2","5","61","82","10","9","85","60","71","3","2","","3","","62","4","","","","","mines"
"2025-01-27 11:47:24","2025-01-27 11:50:20","0","Anonymized","100","175","1","2025-01-27 11:50:20","R_6GDplRlk0jJAeMZ","","","","","Anonymized","Anonymized","anonymous","EN","1","5bf0c68c5fc1db0001306ab0","2","5","50","95","55","95","70","90","70","1","1","","3","","68","4","","","","","control"
"2025-01-27 11:46:55","2025-01-27 11:50:31","0","Anonymized","100","216","1","2025-01-27 11:50:31","R_6gGyjs9OxufrTWv","","","","","Anonymized","Anonymized","anonymous","EN","1","5f32e865bd94490a64d9c9f5","2","5","100","100","60","60","85","100","70","1","1","","3","","36","1","","","","","control"
"2025-01-27 11:46:17","2025-01-27 11:50:42","0","Anonymized","100","264","1","2025-01-27 11:50:42","R_7FQXF7pfHmBHVdS","","","","","Anonymized","Anonymized","anonymous","EN","1","5c57d3d354f9d30001dbc19b","2","5","50","81","79","50","30","78","50","1","2","","3","","48","4","","","","","control"
"2025-01-27 11:42:30","2025-01-27 11:50:44","0","Anonymized","100","494","1","2025-01-27 11:50:44","R_60vlh4Oxdb1rKDe","","","","","Anonymized","Anonymized","anonymous","EN","1","60fadf64707bc7dcf61f9e54","2","5","72","71","75","79","25","56","43","1","1","","3","","42","4","","","","","control"
"2025-01-27 11:49:05","2025-01-27 11:50:46","0","Anonymized","100","100","1","2025-01-27 11:50:46","R_3C7rEGOkEjyA7Zf","","","","","Anonymized","Anonymized","anonymous","EN","1","5b98940f754b700001f0f15c","2","5","0","100","0","100","0","0","0","1","2","","3","","59","4","","","","","control"
"2025-01-27 11:47:13","2025-01-27 11:50:46","0","Anonymized","100","212","1","2025-01-27 11:50:47","R_63geGjydFA2rILl","","","","","Anonymized","Anonymized","anonymous","EN","1","627286792f25495f123cc27b","2","5","60","80","85","50","65","90","50","2","1","","3","","46","3","","","","","aging"
"2025-01-27 11:47:47","2025-01-27 11:51:01","0","Anonymized","100","194","1","2025-01-27 11:51:02","R_7rsL4ZlkHI8cmwp","","","","","Anonymized","Anonymized","anonymous","EN","1","641385c88f29eb3264283818","2","5","0","0","0","50","0","0","0","2","1","","3","","59","5","","","","","aging"
"2025-01-27 11:49:27","2025-01-27 11:51:06","0","Anonymized","100","99","1","2025-01-27 11:51:06","R_1NCze7y5gW69do9","","","","","Anonymized","Anonymized","anonymous","EN","1","5d1aa9db716058001a060031","2","5","0","98","0","61","100","82","0","3","1","","1","","35","4","","","","","mines"
"2025-01-27 11:45:02","2025-01-27 11:51:20","0","Anonymized","100","378","1","2025-01-27 11:51:21","R_1N4FcZUBHmbrbVY","","","","","Anonymized","Anonymized","anonymous","EN","1","6157f554c8d842257650f397","2","5","100","100","100","100","84","81","50","1","1","","1","","38","3","","","","","control"
