"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","prolific_id","att_1","att_2","interest_1","meeting","q2","comp","spec_1_1","spec_2_1","spec_3_1","spec_4_1","AI_Familiarity_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID"
"2024-05-21 15:48:43","2024-05-21 15:50:53","IP Address","100","130","True","2024-05-21 15:50:53","R_5N3oJ7VjJsGy729","","","","","anonymous","EN","I agree","5c35663a24643200010e7e15","Paul","Purple","Yes","Yes","muffled audio","The course is on Mastering Online Income","79","58","72","77","20","Male","","White or European","","28","Professional Degree (MD, JD, etc.)","","5c35663a24643200010e7e15"
"2024-05-21 15:48:45","2024-05-21 15:50:53","IP Address","100","128","True","2024-05-21 15:50:54","R_3jiHmxxXXEaNGjG","","","","","anonymous","EN","I agree","65562dc8974780d33a5b5845","Paul","Purple","No","Yes","Everything looked normal to me.","The course is on Mastering Online Income","70","100","100","80","100","Male","","Asian","","36","College Graduate (4 year)","","65562dc8974780d33a5b5845"
"2024-05-21 15:47:29","2024-05-21 15:51:05","IP Address","100","216","True","2024-05-21 15:51:06","R_7MTdAz5xe9EVyY3","","","","","anonymous","EN","I agree","5a9771d6873cda0001dc955e","Paul","Purple","No","No","No","The course is on Mastering Online Income","64","16","48","0","62","Male","","Black or African American","","36","College Graduate (4 year)","","5a9771d6873cda0001dc955e"
"2024-05-21 15:46:43","2024-05-21 15:51:13","IP Address","100","269","True","2024-05-21 15:51:13","R_1axNjKADL8sThwR","","","","","anonymous","EN","I agree","660b17e1d894034b222dc483","Paul","Purple","Yes","Yes","wasn't sure if his voice matched the person talking it was slightly strange","The course is on Mastering Online Income","51","40","51","24","49","Female","","White or European","","36","Some College","","660b17e1d894034b222dc483"
"2024-05-21 15:48:36","2024-05-21 15:51:27","IP Address","100","171","True","2024-05-21 15:51:28","R_35HHUbs7OGXNMd6","","","","","anonymous","EN","I agree","5a2181b5e473b80001baa9b0","Paul","Purple","No","No","He didn't really mention the topics.  ","The course is on Mastering Online Income","0","10","20","38","81","Male","","White or European","","45","Vocational/Technical School (2 year)","","5a2181b5e473b80001baa9b0"
"2024-05-21 15:49:36","2024-05-21 15:51:30","IP Address","100","114","True","2024-05-21 15:51:31","R_1lBnE5vsOc652y5","","","","","anonymous","EN","I agree","5cd0fedeb4c4db000197746c","Paul","Purple","Yes","No","no","The course is on Mastering Online Income","100","0","100","70","70","Male","","White or European","","32","Masters Degree (MS)","","5cd0fedeb4c4db000197746c"
"2024-05-21 15:47:43","2024-05-21 15:51:43","IP Address","100","239","True","2024-05-21 15:51:43","R_1oaZT5dDWz0UlhL","","","","","anonymous","EN","I agree","663f59dc6fd2542024ad9336","Paul","Purple","Yes","No","No","The course is on Mastering Online Income","50","10","50","50","70","Female","","White or European","","32","Some College","","663f59dc6fd2542024ad9336"
"2024-05-21 15:49:26","2024-05-21 15:51:48","IP Address","100","141","True","2024-05-21 15:51:48","R_3kMyJctsCLyhFZ9","","","","","anonymous","EN","I agree","6111d3aa2e12fb09c474a445","Paul","Purple","No","No","no","The course is on Mastering Online Income","58","31","32","39","23","Female","","Asian","","37","Masters Degree (MS)","","6111d3aa2e12fb09c474a445"
"2024-05-21 15:50:00","2024-05-21 15:51:51","IP Address","100","111","True","2024-05-21 15:51:52","R_6IZ5ViAUGCZrIEE","","","","","anonymous","EN","I agree","6282575ebe32fdc6268babc8","Paul","Purple","Yes","Yes","I did not","The course is on Mastering Online Income","50","52","50","0","55","Female","","White or European","","52","Masters Degree (MS)","","6282575ebe32fdc6268babc8"
"2024-05-21 15:50:00","2024-05-21 15:52:16","IP Address","100","135","True","2024-05-21 15:52:16","R_7Le7enwOCPgX6hR","","","","","anonymous","EN","I agree","63cffe69ec33b3a776d6660e","Paul","Purple","No","No","the voice did not seem to match with his mouth moving","The course is on Mastering Online Income","73","43","44","0","34","Male","","White or European","","32","Masters Degree (MS)","","63cffe69ec33b3a776d6660e"
"2024-05-21 15:48:42","2024-05-21 15:52:29","IP Address","100","226","True","2024-05-21 15:52:30","R_72R4puRjEyRABd5","","","","","anonymous","EN","I agree","65f09f91b5e291fed522a8ba","Paul","Purple","Yes","No","The professor's voice sounded very mechanical, like AI. And there was something off about his movements.","The course is on Mastering Online Income","80","0","0","50","60","Female","","White or European","","43","College Graduate (4 year)","","65f09f91b5e291fed522a8ba"
"2024-05-21 15:49:13","2024-05-21 15:52:49","IP Address","100","215","True","2024-05-21 15:52:49","R_3flp5wkomQCAsZA","","","","","anonymous","EN","I agree","5e32ddefde69fe2a89f7c0d0","Paul","Purple","No","No","Lack of defining info","The course is on Mastering Online Income","82","30","21","19","18","Female","","Mixed","","33","College Graduate (4 year)","","5e32ddefde69fe2a89f7c0d0"
"2024-05-21 15:50:05","2024-05-21 15:52:50","IP Address","100","164","True","2024-05-21 15:52:50","R_5wXcULI6dZnWP61","","","","","anonymous","EN","I agree","5f1478e1c1b7a74d494c2c36","Paul","Purple","Yes","Yes","Not really, the emblem in the top left stuck out a little but didn't look into great detail at it","The course is on Mastering Online Income","70","60","20","40","60","Male","","White or European","","36","College Graduate (4 year)","","5f1478e1c1b7a74d494c2c36"
"2024-05-21 15:48:09","2024-05-21 15:52:51","IP Address","100","281","True","2024-05-21 15:52:52","R_7FXNsKuo6AHGJEV","","","","","anonymous","EN","I agree","60a55d4bb6bd9be6c95b89eb","Paul","Purple","No","Yes","N/A-seemed normal","The course is on Mastering Online Income","55","48","44","56","67","Female","","White or European","","28","Masters Degree (MS)","","60a55d4bb6bd9be6c95b89eb"
"2024-05-21 15:51:14","2024-05-21 15:52:53","IP Address","100","98","True","2024-05-21 15:52:53","R_3ryy4qSRPI8bj9v","","","","","anonymous","EN","I agree","62951d61147684f43f2c5d5f","Paul","Purple","Yes","Yes","lack of movement","The course is on Mastering Online Income","74","70","39","75","69","Male","","Asian","","36","College Graduate (4 year)","","62951d61147684f43f2c5d5f"
"2024-05-21 15:50:49","2024-05-21 15:52:53","IP Address","100","124","True","2024-05-21 15:52:54","R_72M4zC4I2oQAuv0","","","","","anonymous","EN","I agree","63e844807dde18843b38d3f3","Paul","Purple","Yes","Yes","no","The course is on Mastering Online Income","50","50","50","50","28","Female","","Black or African American","","25","College Graduate (4 year)","","63e844807dde18843b38d3f3"
"2024-05-21 15:50:21","2024-05-21 15:52:55","IP Address","100","154","True","2024-05-21 15:52:56","R_6FQUmGdHkpDYBM3","","","","","anonymous","EN","I agree","5aa9153235237b00011322e9","Paul","Purple","No","Yes","no","The course is on Mastering Online Income","71","91","50","50","10","Male","","Black or African American","","35","High School or Equivalent","","5aa9153235237b00011322e9"
"2024-05-21 15:50:22","2024-05-21 15:53:10","IP Address","100","168","True","2024-05-21 15:53:11","R_6N82fd4BD5lJPs2","","","","","anonymous","EN","I agree","59e7d3f97f3d71000171def0","Paul","Purple","Yes","No","I did not","The course is on Mastering Online Income","100","100","100","50","82","Male","","White or European","","40","Some College","","59e7d3f97f3d71000171def0"
"2024-05-21 15:46:04","2024-05-21 15:53:34","IP Address","100","449","True","2024-05-21 15:53:34","R_3qaJEeWD5TJbKhG","","","","","anonymous","EN","I agree","5e6d43ffd5d24630bd0bf726","Paul","Green","No","Yes","no","The course is on Mastering Online Income","75","35","35","45","60","Male","","White or European","","37","College Graduate (4 year)","","5e6d43ffd5d24630bd0bf726"
"2024-05-21 15:45:18","2024-05-21 15:53:43","IP Address","100","504","True","2024-05-21 15:53:44","R_7WH4W7zGu2mMDYZ","","","","","anonymous","EN","I agree","643edc41faeb4233074d9fce","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","53","35","50","58","76","Female","","Black or African American","","55","Some College","","643edc41faeb4233074d9fce"
"2024-05-21 15:51:34","2024-05-21 15:53:52","IP Address","100","137","True","2024-05-21 15:53:52","R_6Bxbpmbe7OM8CaZ","","","","","anonymous","EN","I agree","648173706e240648a2a8de02","Paul","Purple","Yes","No","No, except the academic crest was generic with no words","The course is on Mastering Online Income","76","25","18","0","70","Female","","White or European","","53","Masters Degree (MS)","","648173706e240648a2a8de02"
"2024-05-21 15:50:54","2024-05-21 15:54:17","IP Address","100","203","True","2024-05-21 15:54:18","R_5m2TDCNihAXfyBb","","","","","anonymous","EN","I agree","6365a371d807016cebfdb16c","Paul","Purple","No","No","No","The course is on Mastering Online Income","51","53","19","14","80","Female","","White or European","","44","Vocational/Technical School (2 year)","","6365a371d807016cebfdb16c"
"2024-05-21 15:50:21","2024-05-21 15:54:19","IP Address","100","237","True","2024-05-21 15:54:19","R_6suAxBBeZyEIuy0","","","","","anonymous","EN","I agree","65e39084297ead448fe826b1","Paul","Green","Yes","No","Not that I can recall. ","The course is on Mastering Online Income","75","25","45","35","70","Male","","White or European","","26","Some College","","65e39084297ead448fe826b1"
"2024-05-21 15:50:06","2024-05-21 15:54:22","IP Address","100","256","True","2024-05-21 15:54:23","R_1EbMZ2q74cPw4H9","","","","","anonymous","EN","I agree","5e8fb6ba9b5ff02b5150ab10","Paul","Purple","No","No","no","The course is on Open Innovation","40","55","70","40","64","Male","","Hispanic or Latino","","25","Masters Degree (MS)","","5e8fb6ba9b5ff02b5150ab10"
"2024-05-21 15:50:00","2024-05-21 15:54:24","IP Address","100","263","True","2024-05-21 15:54:24","R_7dmGLv2v9FM2NCi","","","","","anonymous","EN","I agree","6039d32c28bb6055a5fe59b5","Paul","Purple","No","No","no","The course is on Mastering Online Income","100","50","50","0","83","Male","","Black or African American","","29","High School or Equivalent","","6039d32c28bb6055a5fe59b5"
"2024-05-21 15:48:59","2024-05-21 15:54:25","IP Address","100","325","True","2024-05-21 15:54:25","R_32m4Qe61cfcDyCO","","","","","anonymous","EN","I agree","616c5468a67584b6f6f57443","Paul","Purple","Yes","No","No","The course is on Mastering Online Income","70","50","50","0","70","Female","","White or European","","39","College Graduate (4 year)","","616c5468a67584b6f6f57443"
"2024-05-21 15:51:10","2024-05-21 15:54:30","IP Address","100","199","True","2024-05-21 15:54:30","R_7CEmV1u2TpSqkDI","","","","","anonymous","EN","I agree","5e455faf462e0802d9d9c3e2","Paul","Purple","No","No","It is very obviously AI generated. The voice and mannerisms are too uncanny. ","The course is on Mastering Online Income","0","0","50","50","100","Male","","Hispanic or Latino","","30","Some College","","5e455faf462e0802d9d9c3e2"
"2024-05-21 15:51:45","2024-05-21 15:54:34","IP Address","100","169","True","2024-05-21 15:54:35","R_54EJKhdN7vTLKCZ","","","","","anonymous","EN","I agree","56a3e69d582971000b7b0f4a","Paul","Purple","No","No","the professor seems AI generated","The course is on Mastering Online Income","50","35","50","0","85","Male","","White or European","","27","College Graduate (4 year)","","56a3e69d582971000b7b0f4a"
"2024-05-21 15:44:54","2024-05-21 15:54:36","IP Address","100","582","True","2024-05-21 15:54:37","R_7py5wcOsxihrvbr","","","","","anonymous","EN","I agree","60fce0005a801ae67b99036c","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","86","40","12","30","55","Female","","Hispanic or Latino","","22","College Graduate (4 year)","","60fce0005a801ae67b99036c"
"2024-05-21 15:50:22","2024-05-21 15:54:37","IP Address","100","254","True","2024-05-21 15:54:38","R_61F5zPQZ7Xb6S1b","","","","","anonymous","EN","I agree","63893361eb75b9bdcee7cc27","Paul","Purple","No","No","No","The course is on Mastering Online Income","100","50","50","0","70","Female","","Mixed","","56","Some College","","63893361eb75b9bdcee7cc27"
"2024-05-21 15:48:31","2024-05-21 15:54:39","IP Address","100","367","True","2024-05-21 15:54:39","R_7hf9M1eNo01vtqF","","","","","anonymous","EN","I agree","6292113db5aa48e97c648752","Paul","Purple","No","No","no","The course is on Mastering Online Income","100","100","100","0","68","Female","","White or European","","61","Other (please specify)","aa degree","6292113db5aa48e97c648752"
"2024-05-21 15:52:12","2024-05-21 15:54:54","IP Address","100","161","True","2024-05-21 15:54:54","R_1NDCXnrY7xpVrDH","","","","","anonymous","EN","I agree","66295aab7a86d65b9a87447d","Paul","Purple","Yes","No","He was imposed over the background and was potentially not real (AI).","The course is on Mastering Online Income","100","75","74","0","72","Female","","White or European","","40","Masters Degree (MS)","","66295aab7a86d65b9a87447d"
"2024-05-21 15:51:12","2024-05-21 15:55:09","IP Address","100","236","True","2024-05-21 15:55:10","R_6NY88QktbqEf0Ln","","","","","anonymous","EN","I agree","5dc6e8472865554f0289bb6d","Paul","Purple","Yes","No","it seemed odd","The course is on Mastering Online Income","100","3","28","0","23","Female","","White or European","","33","Some College","","5dc6e8472865554f0289bb6d"
"2024-05-21 15:50:13","2024-05-21 15:55:16","IP Address","100","303","True","2024-05-21 15:55:17","R_7I2Wo99LuGOl8Od","","","","","anonymous","EN","I agree","56e32190e414dc000c8b40ae","Paul","Purple","Yes","No","audio quality was bad, very tinny","The course is on Mastering Online Income","50","0","14","86","34","Other (please specify)","agender","White or European","","33","Some College","","56e32190e414dc000c8b40ae"
"2024-05-21 15:50:56","2024-05-21 15:55:21","IP Address","100","264","True","2024-05-21 15:55:21","R_5qUuEnQuOHwfkNM","","","","","anonymous","EN","I agree","633f5252efab6885fedfad7d","Paul","Purple","No","Yes","It was too short","The course is on Open Innovation","61","51","50","51","61","Male","","Black or African American","","37","Some College","","633f5252efab6885fedfad7d"
"2024-05-21 15:53:55","2024-05-21 15:55:25","IP Address","100","89","True","2024-05-21 15:55:26","R_6VsGVpOhALIjPcT","","","","","anonymous","EN","I agree","5dddfaa2c0823fd714c5babf","Paul","Purple","No","No","voice gave ai","The course is on the Principles of Microeconomics","100","35","60","0","75","Male","","Mixed","","25","High School or Equivalent","","5dddfaa2c0823fd714c5babf"
"2024-05-21 15:52:34","2024-05-21 15:55:26","IP Address","100","171","True","2024-05-21 15:55:26","R_1Yy0PxYMhp3sI1Y","","","","","anonymous","EN","I agree","5cf2cf83fa50130001836b73","Paul","Purple","Yes","Yes","no","The course is on Mastering Online Income","70","36","28","14","22","Female","","White or European","","38","Masters Degree (MS)","","5cf2cf83fa50130001836b73"
"2024-05-21 15:51:32","2024-05-21 15:55:49","IP Address","100","257","True","2024-05-21 15:55:50","R_7V1Nn4KRwe9AIe4","","","","","anonymous","EN","I agree","5dedf0483711364928753ecd","Paul","Purple","No","No","The speech sounded a bit robotic.","The course is on Mastering Online Income","100","0","30","10","80","Male","","Asian","","38","College Graduate (4 year)","","5dedf0483711364928753ecd"
"2024-05-21 15:50:33","2024-05-21 15:55:55","IP Address","100","321","True","2024-05-21 15:55:55","R_7OE55qaq3DKStjy","","","","","anonymous","EN","I agree","66227d2a59b32496475102f9","Paul","Purple","Yes","No","I didn't really notice anything extremely unusual about the video.","The course is on Mastering Online Income","41","70","2","0","64","Female","","Black or African American","","41","Professional Degree (MD, JD, etc.)","","66227d2a59b32496475102f9"
"2024-05-21 15:46:38","2024-05-21 15:56:09","IP Address","100","570","True","2024-05-21 15:56:10","R_62PyqPARMtnJx9G","","","","","anonymous","EN","I agree","5f36e9589a54b113631fa759","Paul","Purple","No","Yes","no","The course is on Mastering Online Income","50","16","42","43","47","Female","","White or European","","56","Some College","","5f36e9589a54b113631fa759"
"2024-05-21 15:51:55","2024-05-21 15:56:18","IP Address","100","263","True","2024-05-21 15:56:19","R_7keRuMuR0oH5Nnz","","","","","anonymous","EN","I agree","559d9916fdf99b1e2b2dc6b8","Paul","Purple","No","No","It seemed fine to me but then I am not good at noticing inconsistencies unless they're really obvious. Nothing was obvious to me in that video.","The course is on Mastering Online Income","82","0","50","50","3","Female","","White or European","","70","College Graduate (4 year)","","559d9916fdf99b1e2b2dc6b8"
"2024-05-21 15:52:47","2024-05-21 15:56:27","IP Address","100","220","True","2024-05-21 15:56:27","R_1spIyc4EqrHvXH1","","","","","anonymous","EN","I agree","5693450f8d93fe000dfa061f","Paul","Purple","No","No","No","The course is on Mastering Online Income","52","42","46","61","34","Female","","Mixed","","36","College Graduate (4 year)","","5693450f8d93fe000dfa061f"
"2024-05-21 15:53:35","2024-05-21 15:56:28","IP Address","100","172","True","2024-05-21 15:56:28","R_1DHkVn4r9DcMTcG","","","","","anonymous","EN","I agree","60822c29ba64d380f7bd9fd8","Paul","Purple","Yes","Yes","The speaker seems AI generated, like in the way his lips move","The course is on Mastering Online Income","47","11","31","29","90","Male","","White or European","","26","Masters Degree (MS)","","60822c29ba64d380f7bd9fd8"
"2024-05-21 15:52:43","2024-05-21 15:56:29","IP Address","100","225","True","2024-05-21 15:56:29","R_1uDX2cl89HDX8Nb","","","","","anonymous","EN","I agree","595d77593bc7aa0001037162","Paul","Purple","Yes","No","The voice did not seem quite in sync with the man who was talking, I'm not sure why. It sounded robotic.","The course is on Mastering Online Income","90","0","0","50","20","Prefer not to disclose","","Prefer Not to Say","","35","College Graduate (4 year)","","595d77593bc7aa0001037162"
"2024-05-21 15:53:10","2024-05-21 15:56:35","IP Address","100","204","True","2024-05-21 15:56:35","R_5Cvzysx7vJNru48","","","","","anonymous","EN","I agree","65f85c4da05dc06ab2800573","Paul","Purple","Yes","No","blurry","The course is on Mastering Online Income","99","2","0","0","53","Female","","Hispanic or Latino","","58","Some College","","65f85c4da05dc06ab2800573"
"2024-05-21 15:54:23","2024-05-21 15:56:40","IP Address","100","136","True","2024-05-21 15:56:40","R_5IPRGQSMuNlTQOy","","","","","anonymous","EN","I agree","55cb7ae1fdf99b3c26ae4c6d","Paul","Purple","No","No","There's nothing that really stands out to me.","The course is on Mastering Online Income","80","75","75","25","50","Male","","White or European","","27","High School or Equivalent","","55cb7ae1fdf99b3c26ae4c6d"
"2024-05-21 15:49:08","2024-05-21 15:56:44","IP Address","100","456","True","2024-05-21 15:56:45","R_7onGuh6eN83KzIk","","","","","anonymous","EN","I agree","5dc37cc0380a67285572a9b3","Paul","Purple","Yes","Yes","The individual was AI in the video","The course is on Mastering Online Income","80","80","64","72","91","Male","","White or European","","30","College Graduate (4 year)","","5dc37cc0380a67285572a9b3"
"2024-05-21 15:50:58","2024-05-21 15:56:47","IP Address","100","348","True","2024-05-21 15:56:47","R_3r98eeP2eHIgGj9","","","","","anonymous","EN","I agree","60067182e6f82c24970cd5e5","Paul","Purple","No","No","Kinda sounded robotic","The course is on Mastering Online Income","85","0","6","20","36","Male","","Hispanic or Latino","","25","College Graduate (4 year)","","60067182e6f82c24970cd5e5"
"2024-05-21 15:54:29","2024-05-21 15:56:55","IP Address","100","146","True","2024-05-21 15:56:56","R_3igMXQiVDrIvJpV","","","","","anonymous","EN","I agree","6056081a5fde2acc0ac59253","Paul","Purple","Yes","No","He sounded a bit robotic","The course is on Mastering Online Income","87","18","40","10","62","Female","","White or European","","21","Some College","","6056081a5fde2acc0ac59253"
"2024-05-21 15:53:53","2024-05-21 15:56:58","IP Address","100","185","True","2024-05-21 15:56:59","R_6eQwkOTppk9wZew","","","","","anonymous","EN","I agree","5b86f3cb5470830001b74bbc","Paul","Purple","No","No","No","The course is on Mastering Online Income","50","0","0","0","74","Male","","Black or African American","","40","Doctoral Degree (PhD)","","5b86f3cb5470830001b74bbc"
"2024-05-21 15:49:00","2024-05-21 15:57:20","IP Address","100","500","True","2024-05-21 15:57:21","R_3R31HmSvKEcH7Vf","","","","","anonymous","EN","I agree","5e9f657265908b0fcacb1839","Paul","Green","Yes","No","I don't believe so,, I just noticed he had an accent that was not American.","The course is on Mastering Online Income","90","40","50","40","86","Female","","White or European","","41","Some College","","5e9f657265908b0fcacb1839"
"2024-05-21 15:55:14","2024-05-21 15:57:25","IP Address","100","131","True","2024-05-21 15:57:26","R_6S8gmZcXcfuOZbB","","","","","anonymous","EN","I agree","65e7ca51f9482482909fd1ff","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","57","24","80","86","69","Male","","White or European","","28","College Graduate (4 year)","","65e7ca51f9482482909fd1ff"
"2024-05-21 15:54:12","2024-05-21 15:57:26","IP Address","100","193","True","2024-05-21 15:57:26","R_6aCxPp5WFw5l9tl","","","","","anonymous","EN","I agree","5d0c3381da7493001ab3a903","Paul","Purple","Yes","Yes","it felt somewhat fake as in a scam video.","The course is on Mastering Online Income","82","50","80","0","70","Male","","White or European","","42","College Graduate (4 year)","","5d0c3381da7493001ab3a903"
"2024-05-21 15:54:00","2024-05-21 15:57:43","IP Address","100","223","True","2024-05-21 15:57:44","R_5ZvUa7MFcHuDfDb","","","","","anonymous","EN","I agree","55cf5cc434e9060005e56c39","Paul","Purple","No","No","No","The course is on Mastering Online Income","100","100","100","0","90","Female","","White or European","","63","Masters Degree (MS)","","55cf5cc434e9060005e56c39"
"2024-05-21 15:53:35","2024-05-21 15:57:58","IP Address","100","262","True","2024-05-21 15:57:59","R_3KBX0snHO6afU4x","","","","","anonymous","EN","I agree","599b1e0eb5566b0001aa8649","Paul","Green","Yes","No","No","The course is on Mastering Online Income","83","57","34","60","66","Female","","White or European","","27","Some College","","599b1e0eb5566b0001aa8649"
"2024-05-21 15:53:01","2024-05-21 15:58:08","IP Address","100","307","True","2024-05-21 15:58:09","R_3fdtrNHJDPMstEA","","","","","anonymous","EN","I agree","644a53ac09de69785b70ec16","Paul","Purple","No","Yes","It felt a little off somehow, but not sure why. He didn't look Italian although his last name is, but of course, that's not super unusual.","The course is on Mastering Online Income","82","0","50","50","71","Female","","White or European","","61","Some College","","644a53ac09de69785b70ec16"
"2024-05-21 15:55:57","2024-05-21 15:58:16","IP Address","100","138","True","2024-05-21 15:58:17","R_5VEOwVyX29T5II1","","","","","anonymous","EN","I agree","5ff8ad350d084e10f500e48a","Paul","Purple","No","No","No.","The course is on Mastering Online Income","79","75","63","34","62","Male","","White or European","","22","College Graduate (4 year)","","5ff8ad350d084e10f500e48a"
"2024-05-21 15:55:49","2024-05-21 15:58:34","IP Address","100","164","True","2024-05-21 15:58:34","R_5CrEnsDO2Bf5ESB","","","","","anonymous","EN","I agree","5e06f13e39bcde0a29c39a13","Paul","Purple","Yes","No","It didn't seem like the voice matched the person.","The course is on Mastering Online Income","90","60","70","5","70","Female","","White or European","","48","Vocational/Technical School (2 year)","","5e06f13e39bcde0a29c39a13"
"2024-05-21 15:55:20","2024-05-21 15:58:35","IP Address","100","194","True","2024-05-21 15:58:35","R_3boKnE6IrsBMjFT","","","","","anonymous","EN","I agree","577f70d1454e5400015f1845","Paul","Purple","Yes","Yes","no","The course is on Mastering Online Income","77","10","50","20","43","Male","","White or European","","64","College Graduate (4 year)","","577f70d1454e5400015f1845"
"2024-05-21 15:55:26","2024-05-21 15:58:36","IP Address","100","189","True","2024-05-21 15:58:36","R_5abDnPyOYPIRAcE","","","","","anonymous","EN","I agree","5dd5e27fe25acf59990e1adf","Paul","Purple","Yes","Yes","no","The course is on Mastering Online Income","83","50","83","18","55","Male","","White or European","","31","College Graduate (4 year)","","5dd5e27fe25acf59990e1adf"
"2024-05-21 15:56:08","2024-05-21 15:58:37","IP Address","100","148","True","2024-05-21 15:58:37","R_1YJK25yixErT1Iy","","","","","anonymous","EN","I agree","631685f7d6d6fcb196e87f0a","Paul","Purple","Yes","Yes","none","The course is on Mastering Online Income","80","65","50","24","95","Male","","White or European","","58","Masters Degree (MS)","","631685f7d6d6fcb196e87f0a"
"2024-05-21 15:55:53","2024-05-21 15:59:26","IP Address","100","212","True","2024-05-21 15:59:26","R_7w7wbHGQQmgpN1w","","","","","anonymous","EN","I agree","5e3a8aeedc1d57292aea3f22","Paul","Purple","Yes","Yes","N/A","The course is on Mastering Online Income","55","88","76","50","70","Male","","White or European","","31","Some College","","5e3a8aeedc1d57292aea3f22"
"2024-05-21 15:56:54","2024-05-21 15:59:40","IP Address","100","165","True","2024-05-21 15:59:40","R_5X6BakhrDt7oNH3","","","","","anonymous","EN","I agree","631b485e2d1909111a6fb09a","Paul","Purple","No","Yes","Nothing I can think of","The course is on Mastering Online Income","50","70","80","60","90","Male","","White or European","","33","Some College","","631b485e2d1909111a6fb09a"
"2024-05-21 15:57:12","2024-05-21 16:00:26","IP Address","100","194","True","2024-05-21 16:00:27","R_1WV54Uy7r69F2I9","","","","","anonymous","EN","I agree","5dd3bfcd8b8df139ce007928","Paul","Purple","Yes","No","no","The course is on Mastering Online Income","76","35","42","60","62","Male","","White or European","","56","Some College","","5dd3bfcd8b8df139ce007928"
"2024-05-21 15:58:08","2024-05-21 16:00:31","IP Address","100","143","True","2024-05-21 16:00:31","R_3655s20Nv3tQ6sK","","","","","anonymous","EN","I agree","5f30510aa2052d49e527ff5c","Paul","Purple","No","No","Seemed like ai was involved ","The course is on Mastering Online Income","61","40","40","26","78","Male","","Mixed","","27","Some College","","5f30510aa2052d49e527ff5c"
"2024-05-21 15:57:26","2024-05-21 16:00:45","IP Address","100","199","True","2024-05-21 16:00:46","R_1c786ApUJ3mNo5Q","","","","","anonymous","EN","I agree","590f89c75cad260001603033","Paul","Purple","Yes","No","The audio sounded off, like a computer generated voice. The professor's movements were also off, like a looped bit of video.","The course is on the Principles of Microeconomics","50","0","20","95","85","Male","","Mixed","","44","Some College","","590f89c75cad260001603033"
"2024-05-21 15:58:27","2024-05-21 16:00:59","IP Address","100","152","True","2024-05-21 16:01:00","R_52OYrqRYwmDdzcN","","","","","anonymous","EN","I agree","632caf8315d959a1af838967","Paul","Green","No","No","It seemed like it was made with AI and the professor isn't real ","The course is on Open Innovation","100","80","12","0","65","Male","","White or European","","24","High School or Equivalent","","632caf8315d959a1af838967"
"2024-05-21 15:57:53","2024-05-21 16:01:11","IP Address","100","198","True","2024-05-21 16:01:12","R_15qNez1vocujQyJ","","","","","anonymous","EN","I agree","662e701588c74240a03b4027","Paul","Purple","Yes","No","His accent struck me as a bit strained, and the audio quality was off (high hissing)","The course is on Mastering Online Income","65","25","60","30","60","Male","","White or European","","46","Masters Degree (MS)","","662e701588c74240a03b4027"
"2024-05-21 15:57:59","2024-05-21 16:01:14","IP Address","100","194","True","2024-05-21 16:01:14","R_5giX9zLh2pB479D","","","","","anonymous","EN","I agree","65edcb21fa595679e6cfbc4b","Paul","Purple","No","No","No","The course is on Mastering Online Income","16","8","0","0","21","Female","","White or European","","41","Masters Degree (MS)","","65edcb21fa595679e6cfbc4b"
"2024-05-21 15:55:31","2024-05-21 16:01:16","IP Address","100","344","True","2024-05-21 16:01:16","R_3kj3LnymXLXzo6R","","","","","anonymous","EN","I agree","6348801ddd19d0c7bfddac73","John","Purple","Yes","Yes","The way he held his hands and spoke.","The course is on Mastering Online Income","50","93","50","1","89","Female","","White or European","","77","Some College","","6348801ddd19d0c7bfddac73"
"2024-05-21 15:56:55","2024-05-21 16:01:19","IP Address","100","264","True","2024-05-21 16:01:19","R_7JIWttNbPrc8gCh","","","","","anonymous","EN","I agree","57a93244dcff7d0001c7d86f","Paul","Purple","Yes","No","The video seemed a little off, like it was altered or produced by AI. ","The course is on Mastering Online Income","100","25","65","25","80","Female","","White or European","","30","High School or Equivalent","","57a93244dcff7d0001c7d86f"
"2024-05-21 15:59:35","2024-05-21 16:01:35","IP Address","100","120","True","2024-05-21 16:01:36","R_7g1lRQwtexAKLbG","","","","","anonymous","EN","I agree","6237ca974050879378c8fea8","Paul","Purple","No","Yes","It seemed like it was AI generated","The course is on Mastering Online Income","62","32","70","33","80","Male","","White or European","","26","Some College","","6237ca974050879378c8fea8"
"2024-05-21 15:59:29","2024-05-21 16:02:15","IP Address","100","166","True","2024-05-21 16:02:16","R_5sbMITCCLocaNMD","","","","","anonymous","EN","I agree","593d60d9d3501e0001bc16e4","Paul","Purple","No","No","no","The course is on Mastering Online Income","80","40","25","50","70","Male","","White or European","","38","Masters Degree (MS)","","593d60d9d3501e0001bc16e4"
