"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","P","H","surprise","likely_1","recommend_1","comfort_1","Q106","likely2_1","recommend2_1","comf2_1","easy_1","confident_1","PROLIFIC_PID","Q_URL","condition2","condition","scenarios_DO"
"4/14/23 13:39","4/14/23 13:40","0","Anonymized","100","78","1","4/14/23 13:40","R_2xWRYSyOrCORWXq","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","4","3","5","1","4","5","2","8","6","64136adc3a40777bfe518cc0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=64136adc3a40777bfe518cc0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abefb76423cdf651c4f0","robot","person","surprise"
"4/14/23 13:39","4/14/23 13:40","0","Anonymized","100","90","1","4/14/23 13:40","R_2wLBLkMNGLRaDlH","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","10","8","5ba8e80089390100019064ed","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ba8e80089390100019064ed&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abe96b04f2a6dc533b0a","person","person","H"
"4/14/23 13:39","4/14/23 13:40","0","Anonymized","100","95","1","4/14/23 13:40","R_3pgPXNIQgnZMPFd","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","4","3","8","1","2","0","2","8","9","5671927473f58b000d664293","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5671927473f58b000d664293&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abe4debb05f474cd6229","robot","person","surprise"
"4/14/23 13:39","4/14/23 13:41","0","Anonymized","100","82","1","4/14/23 13:41","R_3lrFijsZcosewxH","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","4","4","3","","","","","6","8","6272aedf6abac2a395291522","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6272aedf6abac2a395291522&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abe6284662fa529a0bb3","robot","robot","P"
"4/14/23 13:39","4/14/23 13:41","0","Anonymized","100","127","1","4/14/23 13:41","R_3R1NfsOhk6WLCVr","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","5","5","","","","","8","2","60a2b9a6ad671cebb06f2b0d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60a2b9a6ad671cebb06f2b0d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abcf295d34957e5116c4","robot","robot","P"
"4/14/23 13:40","4/14/23 13:41","0","Anonymized","100","49","1","4/14/23 13:41","R_2U6jPxWO1CTF0zu","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","7","7","","","","","7","9","61083a81b73e8f4168364565","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=61083a81b73e8f4168364565&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac28303ef34fdfeb66f4","person","person","H"
"4/14/23 13:38","4/14/23 13:41","0","Anonymized","100","175","1","4/14/23 13:41","R_31WOMiJa7HoyTmL","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","9","7","8","","","","","10","10","5c3a764874d1c6000138ea83","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c3a764874d1c6000138ea83&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abacfbbbaa0fbacd61f3","person","person","H"
"4/14/23 13:38","4/14/23 13:41","0","Anonymized","100","161","1","4/14/23 13:41","R_4SJQAqKzuTVQm8F","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","7","5","7","1","8","8","9","7","6","62728a0a9af43a4421bcbcfa","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62728a0a9af43a4421bcbcfa&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abc65746996be517374d","robot","person","surprise"
"4/14/23 13:41","4/14/23 13:41","0","Anonymized","100","34","1","4/14/23 13:41","R_3HRqeGgPjKWX5fV","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","2","3","2","","","","","9","10","5d3695969749cc00165c222f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d3695969749cc00165c222f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac5011799ecbb360e422","robot","robot","P"
"4/14/23 13:40","4/14/23 13:41","0","Anonymized","100","68","1","4/14/23 13:41","R_2QRtE5QMnW1Nxp0","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","8","2","","","","","9","9","628f700669d5f6e4e33c8d8e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=628f700669d5f6e4e33c8d8e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac2fd9345a5e64eb668d","person","person","H"
"4/14/23 13:39","4/14/23 13:41","0","Anonymized","100","117","1","4/14/23 13:41","R_1hRwCFomtE3zoOp","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","2","5","2","","","","","10","7","5f7a28b8bedcf2112ebd1289","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f7a28b8bedcf2112ebd1289&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abd5326af1080a9cfc0e","robot","robot","P"
"4/14/23 13:41","4/14/23 13:42","0","Anonymized","100","60","1","4/14/23 13:42","R_eXxe4vnWaBicu9X","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","4","5","3","1","8","9","9","9","10","5bf5aa89d944c300012634cc","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5bf5aa89d944c300012634cc&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac6957a7d565f3574898","robot","person","surprise"
"4/14/23 13:41","4/14/23 13:42","0","Anonymized","100","87","1","4/14/23 13:42","R_40n9NHcd0Nb4OIx","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","0","0","5","","","","","10","10","63dcbb18395960c5560fadb8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63dcbb18395960c5560fadb8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ab9d6b0e1e364bb9ce3a","robot","robot","P"
"4/14/23 13:41","4/14/23 13:43","0","Anonymized","100","85","1","4/14/23 13:43","R_3PyMToNI4ILAFso","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","0","0","0","","","","","3","10","5be8d4af25507300010dd4e4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5be8d4af25507300010dd4e4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac72174ac961650a2f65","robot","robot","P"
"4/14/23 13:42","4/14/23 13:43","0","Anonymized","100","63","1","4/14/23 13:43","R_3egdrfZDuTGUO44","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","10","1","3","3","1","9","9","62f716849a6ee6e7e2f5a948","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62f716849a6ee6e7e2f5a948&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac9ef10cd604c9b9ceb5","robot","person","surprise"
"4/14/23 13:42","4/14/23 13:43","0","Anonymized","100","35","1","4/14/23 13:43","R_2DLDkgoCtszMbgT","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","9","","","","","10","8","63e52887901151aff92a8c11","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63e52887901151aff92a8c11&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439acbdb5ab2ab39360e44f","person","person","H"
"4/14/23 13:41","4/14/23 13:43","0","Anonymized","100","135","1","4/14/23 13:43","R_2ZQ8In1uah9ZbWF","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","3","8","","","","","8","7","58dcfe010674970001e928e5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=58dcfe010674970001e928e5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac53284662fa529a0bbe","person","person","H"
"4/14/23 13:42","4/14/23 13:43","0","Anonymized","100","72","1","4/14/23 13:43","R_1JPaoXMFeRm1CxY","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","5","1","5","5","5","6","7","60fce0bedbae8b8996c93203","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60fce0bedbae8b8996c93203&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439aca2303ef34fdfeb6705","robot","person","surprise"
"4/14/23 13:40","4/14/23 13:44","0","Anonymized","100","197","1","4/14/23 13:44","R_Dwt6eKA2PfmCrFn","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","2","0","8","1","5","2","5","3","10","62fd42136d0fe24eccb23ec9","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62fd42136d0fe24eccb23ec9&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac3b4ed0d5ab172bf535","robot","person","surprise"
"4/14/23 13:42","4/14/23 13:44","0","Anonymized","100","103","1","4/14/23 13:44","R_2QWfcK6X52nr6cE","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","5","6","","","","","7","8","638d3556e70c7bf15705e35b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=638d3556e70c7bf15705e35b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac9cdb4ffa1534c4809f","robot","robot","P"
"4/14/23 13:43","4/14/23 13:44","0","Anonymized","100","46","1","4/14/23 13:44","R_302UptKVZ2cWsr7","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","9","5","8","","","","","9","7","5e264669d9ab6089713dc62f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e264669d9ab6089713dc62f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ace005e732dacb478993","person","person","H"
"4/14/23 13:39","4/14/23 13:44","0","Anonymized","100","314","1","4/14/23 13:44","R_UgWmKEYHfOtZK7L","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","0","5","","0","0","0","5","10","60de9c66c01a9de405e9efb0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60de9c66c01a9de405e9efb0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439abd9be7a6bd41557796a","robot","person","surprise"
"4/14/23 13:43","4/14/23 13:44","0","Anonymized","100","48","1","4/14/23 13:44","R_1PdYz3WyITyHkYZ","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","6","6","6","","","","","3","4","63ea4efe841a7907a4130176","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63ea4efe841a7907a4130176&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ace3e1b9f242a9c702b3","person","person","H"
"4/14/23 13:43","4/14/23 13:45","0","Anonymized","100","77","1","4/14/23 13:45","R_DkjvfxgveLsacw1","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","7","1","2","2","1","10","10","5fbcba5a9b4bfe18cd49abea","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5fbcba5a9b4bfe18cd49abea&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439acf0bc578deefb955867","robot","person","surprise"
"4/14/23 13:44","4/14/23 13:45","0","Anonymized","100","35","1","4/14/23 13:45","R_5pXy5kmU5xoLHUt","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","10","10","","","","","10","10","5e7a6846f0f631000a4e2b9d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e7a6846f0f631000a4e2b9d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad1e3c43166d9f3adeb8","person","person","H"
"4/14/23 13:45","4/14/23 13:45","0","Anonymized","100","26","1","4/14/23 13:45","R_2PpwybdMnvgrDpq","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","9","9","9","","","","","9","9","62e9731465fb490879d942c7","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62e9731465fb490879d942c7&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad4adb4ffa1534c480be","robot","robot","P"
"4/14/23 13:45","4/14/23 13:46","0","Anonymized","100","70","1","4/14/23 13:46","R_Os8c0ZMiFmTeefD","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","6","10","1","5","5","10","9","10","62fdd0e557fbc97b30b32ae3","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62fdd0e557fbc97b30b32ae3&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad43fbbbaa0fbacd6217","robot","person","surprise"
"4/14/23 13:45","4/14/23 13:46","0","Anonymized","100","42","1","4/14/23 13:46","R_1Ybn34k6bYC9OdX","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","2","0","1","","","","","10","10","5dfa56fddc265f7ac3bee209","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5dfa56fddc265f7ac3bee209&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad65ad581911bfd9f0bd","person","person","H"
"4/14/23 13:43","4/14/23 13:46","0","Anonymized","100","165","1","4/14/23 13:46","R_27m4ZfEAzx08gQN","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","5","2","","","","","7","8","6162fa4fec3fe9d88d067ada","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6162fa4fec3fe9d88d067ada&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439acea753b2590d996d5a7","robot","robot","P"
"4/14/23 13:45","4/14/23 13:46","0","Anonymized","100","61","1","4/14/23 13:46","R_3hhE7OoHfmQUEsq","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","0","0","0","","","","","5","10","5ec764942256df19e155432c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ec764942256df19e155432c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad573c43166d9f3adec0","person","person","H"
"4/14/23 13:46","4/14/23 13:47","0","Anonymized","100","62","1","4/14/23 13:47","R_3s6bLEHCQrPe3DE","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","1","1","2","","","","","5","5","5898b6e256357700011c2c6b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5898b6e256357700011c2c6b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad6fdb9062f3d578d047","robot","robot","P"
"4/14/23 13:45","4/14/23 13:47","0","Anonymized","100","99","1","4/14/23 13:47","R_AmtF6KtCg2e49EJ","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","2","0","1","","","","","3","7","5c9ebf067114700016da2813","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c9ebf067114700016da2813&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad4e51678b7e0ee31296","robot","robot","P"
"4/14/23 13:46","4/14/23 13:47","0","Anonymized","100","36","1","4/14/23 13:47","R_UzJ2NdMlWLS6wUx","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","6","6","","","","","6","6","5e9a600390f4ad0f0f200993","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e9a600390f4ad0f0f200993&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439acd4617c139da165d515","robot","robot","P"
"4/14/23 13:45","4/14/23 13:47","0","Anonymized","100","96","1","4/14/23 13:47","R_OIt0AaIjlvqoUEN","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","10","8","9","1","9","8","8","8","8","5727e394c68b5a000e397d8c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5727e394c68b5a000e397d8c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad661f4390136b78d0bf","robot","person","surprise"
"4/14/23 13:46","4/14/23 13:47","0","Anonymized","100","59","1","4/14/23 13:47","R_3r0YHqjRsz9TpI2","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","6","5","9","","","","","6","9","600bca2adfb717026373dbb3","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=600bca2adfb717026373dbb3&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad968e835d4d74a45661","person","person","H"
"4/14/23 13:46","4/14/23 13:47","0","Anonymized","100","91","1","4/14/23 13:47","R_1PXzbC9kp9QwrXW","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","6","","2","2","2","6","9","5e176b2163c7a407ce2f02a1","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e176b2163c7a407ce2f02a1&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad7f97f4f0712393d8bb","robot","person","surprise"
"4/14/23 13:46","4/14/23 13:47","0","Anonymized","100","55","1","4/14/23 13:47","R_3stZTvhPG7qB8Dm","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","3","3","2","","3","3","3","10","10","5a3bf28afbc64300010a2530","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5a3bf28afbc64300010a2530&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ada734d78d7444d9f0ac","robot","person","surprise"
"4/14/23 13:47","4/14/23 13:48","0","Anonymized","100","46","1","4/14/23 13:48","R_vGKPFzwrEgXYzM5","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","9","9","10","","","","","9","10","607de1d7c7cc25b639f63026","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=607de1d7c7cc25b639f63026&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439adc097f4f0712393d8c5","person","person","H"
"4/14/23 13:47","4/14/23 13:48","0","Anonymized","100","50","1","4/14/23 13:48","R_2Cv3Gt2C8W8XlZF","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","5","5","","","","","10","10","628bd28fc02600d0f26d8273","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=628bd28fc02600d0f26d8273&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439adc18f7b136466e905c1","person","person","H"
"4/14/23 13:46","4/14/23 13:48","0","Anonymized","100","73","1","4/14/23 13:48","R_DN7n2mojXl50pln","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","1","0","0","","","","","7","9","558ffe16fdf99b3f7aada34d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=558ffe16fdf99b3f7aada34d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad3c8c332041c3df7a00","person","person","H"
"4/14/23 13:47","4/14/23 13:48","0","Anonymized","100","58","1","4/14/23 13:48","R_3MtclMX6bgfFPeb","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","5","5","5","","","","","5","5","629797a5f0a12d71ccb37a09","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=629797a5f0a12d71ccb37a09&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439adbdd277a964142abeb9","robot","robot","P"
"4/14/23 13:46","4/14/23 13:48","0","Anonymized","100","96","1","4/14/23 13:48","R_2tat09pFk5hEaAr","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","3","2","3","1","2","2","3","7","6","60bd191d5fd21d71efe4928a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60bd191d5fd21d71efe4928a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ada810a44e1573e75150","robot","person","surprise"
"4/14/23 13:46","4/14/23 13:48","0","Anonymized","100","113","1","4/14/23 13:48","R_2Tt0BrOrCkl6zEx","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","0","0","0","","","","","7","10","6266b47e6da251268380b62b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6266b47e6da251268380b62b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad9af5459095bd316c3e","robot","robot","P"
"4/14/23 13:47","4/14/23 13:48","0","Anonymized","100","67","1","4/14/23 13:48","R_2h2NsLJtIzxBVPX","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","7","1","7","5","7","10","10","5e6bba5459a3bd17473d4d6a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e6bba5459a3bd17473d4d6a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439add60d60b71958dc45ef","robot","person","surprise"
"4/14/23 13:47","4/14/23 13:48","0","Anonymized","100","93","1","4/14/23 13:48","R_bIaZMlMFEo1EmVb","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","7","7","1","4","3","3","9","9","5c97df1f9e1eff001662ed96","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c97df1f9e1eff001662ed96&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439adb98535339b7a8062ed","robot","person","surprise"
"4/14/23 13:47","4/14/23 13:48","0","Anonymized","100","74","1","4/14/23 13:48","R_3sAOG7PakrPSSw3","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","6","8","1","5","5","5","2","3","63d17041a37f603dd01616b8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d17041a37f603dd01616b8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439add71ced4d41c81419ec","robot","person","surprise"
"4/14/23 13:48","4/14/23 13:49","0","Anonymized","100","53","1","4/14/23 13:49","R_1MSNeaeTBHrOTtE","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","5","8","","","","","6","5","6400f4e2244da80dee47808e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6400f4e2244da80dee47808e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ae0308a5bd6094512292","person","person","H"
"4/14/23 13:47","4/14/23 13:49","0","Anonymized","100","150","1","4/14/23 13:49","R_bO4JqYct7xlwQKt","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","2","2","2","","","","","8","10","604bd44cb5668ba12cc9376e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=604bd44cb5668ba12cc9376e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439adaaa4fe6cc29beaec7f","robot","robot","P"
"4/14/23 13:43","4/14/23 13:50","0","Anonymized","100","417","1","4/14/23 13:50","R_3MsPj4xGyYiH2lw","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","6","5","8","","","","","6","7","5d5a2bd93296320016eee507","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d5a2bd93296320016eee507&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac9ac6ad4c4a65ec8b7b","person","person","H"
"4/14/23 13:43","4/14/23 13:50","0","Anonymized","100","425","1","4/14/23 13:50","R_1okeSFcRTUYoXrm","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","7","8","1","6","5","5","7","6","5ddd1dd2b48da3c63a3ccdbb","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ddd1dd2b48da3c63a3ccdbb&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ac96558b46129ae04c00","robot","person","surprise"
"4/14/23 13:47","4/14/23 13:50","0","Anonymized","100","197","1","4/14/23 13:50","R_3psQGwIxkwrza7s","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","4","4","5","","","","","7","10","6400f58e7afa179de7537e57","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6400f58e7afa179de7537e57&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439adb9617c139da165d532","robot","robot","P"
"4/14/23 13:45","4/14/23 13:50","0","Anonymized","100","284","1","4/14/23 13:50","R_2rx5XLm1BYHjsnn","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","4","3","1","","","","","8","7","5e9a363724927e0d07782751","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e9a363724927e0d07782751&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ad7061ed04a9ebadb417","robot","robot","P"
"4/14/23 13:50","4/14/23 13:50","0","Anonymized","100","22","1","4/14/23 13:50","R_1q2HTBl1im5U5HQ","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","5","10","","","","","8","8","56a68bb49ce1c0000df89344","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=56a68bb49ce1c0000df89344&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ae7e69c47dce15d4a988","person","person","H"
"4/14/23 13:49","4/14/23 13:50","0","Anonymized","100","71","1","4/14/23 13:51","R_1LSsIj012Xj6UHs","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","5","3","","","","","8","8","60fd9ffd7fb294e3f1647ea8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60fd9ffd7fb294e3f1647ea8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ae580d0f2b9d8b713bb8","robot","robot","P"
"4/14/23 13:50","4/14/23 13:51","0","Anonymized","100","34","1","4/14/23 13:51","R_A534oMDiPugxd9D","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","8","","","","","8","10","60de263c69ce74cd6a2d11d8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60de263c69ce74cd6a2d11d8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ae80aea9b781322abed6","person","person","H"
"4/14/23 13:50","4/14/23 13:51","0","Anonymized","100","33","1","4/14/23 13:51","R_1NgAVd0NmZsUBtk","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","1","0","2","","","","","8","8","633fce40238b274171326345","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=633fce40238b274171326345&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439ae7ecda1b31da24d26fa","person","person","H"
