"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent-yes-no","Q1","Q2","s1","s2","s3","s4r","Q_URL","PROLIFIC_PID"
"2023-04-12 13:46:31","2023-04-12 13:47:08","0","100","36","1","2023-04-12 13:47:08","R_sM6gmjt6L6asc2l",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5e176b2163c7a407ce2f02a1&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a90c38aad8e95548b18","5e176b2163c7a407ce2f02a1"
"2023-04-12 13:45:53","2023-04-12 13:47:08","0","100","75","1","2023-04-12 13:47:09","R_20PzolDEZzY8nVF",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","4","7","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=610e6880f784d836a872a9a5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a6ee02ab9f04b0d5da3","610e6880f784d836a872a9a5"
"2023-04-12 13:45:17","2023-04-12 13:47:10","0","100","112","1","2023-04-12 13:47:10","R_3m3mOJxCj3Vyh4I",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","4","5","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63d40f21ea1c311723c7c847&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a4a237421af4cc652ae","63d40f21ea1c311723c7c847"
"2023-04-12 13:46:23","2023-04-12 13:47:14","0","100","51","1","2023-04-12 13:47:15","R_32Q20WLZZua3xRI",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","4","6","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5b3e2334cdb4ce0001d93c51&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a8869e6a572c60bf4e7","5b3e2334cdb4ce0001d93c51"
"2023-04-12 13:46:14","2023-04-12 13:47:17","0","100","63","1","2023-04-12 13:47:18","R_XuF7l59gAdK11hD",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6109e5a0f7755d8fcba8b50c&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a7ee62b6ba3c3a4f2b0","6109e5a0f7755d8fcba8b50c"
"2023-04-12 13:46:50","2023-04-12 13:47:18","0","100","27","1","2023-04-12 13:47:18","R_1eVSOla2arKBDxg",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d1ba5653788ac0019ced548&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370aa708c5737a51721783","5d1ba5653788ac0019ced548"
"2023-04-12 13:46:32","2023-04-12 13:47:18","0","100","46","1","2023-04-12 13:47:18","R_3LXOU8zwhB8YFjc",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","6","6","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5ea95ca4936cd3035f7e3e3a&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a93e562313f9820f31a","5ea95ca4936cd3035f7e3e3a"
"2023-04-12 13:44:53","2023-04-12 13:47:19","0","100","145","1","2023-04-12 13:47:20","R_6VasTK8Q2FwWNOh",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5c2fcd716ea6880001dc8e3d&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a318140c3fd6859e768","5c2fcd716ea6880001dc8e3d"
"2023-04-12 13:46:04","2023-04-12 13:47:19","0","100","75","1","2023-04-12 13:47:20","R_2YDuFSUtVDxABsA",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","4","7","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d79156e0c89aa0001026dc8&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a74e6d59a2e13b8d07d","5d79156e0c89aa0001026dc8"
"2023-04-12 13:46:53","2023-04-12 13:47:22","0","100","29","1","2023-04-12 13:47:23","R_3p3JE0VurMPc2g1",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","4","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=61640652141bd74963f8f1cb&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370aa70df6884599dc6ee5","61640652141bd74963f8f1cb"
"2023-04-12 13:46:31","2023-04-12 13:47:22","0","100","50","1","2023-04-12 13:47:23","R_2pJOTnf50KtNops",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","6","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63e589c58e069e904b031beb&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a9158954a020a3c3d30","63e589c58e069e904b031beb"
"2023-04-12 13:46:33","2023-04-12 13:47:23","0","100","49","1","2023-04-12 13:47:24","R_1MPPUIEtVV3pICq",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","4","3","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5e9389d87d6dc1078fe0ebee&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a8b8140c3fd6859e772","5e9389d87d6dc1078fe0ebee"
"2023-04-12 13:45:02","2023-04-12 13:47:24","0","100","142","1","2023-04-12 13:47:25","R_22yvLFr8NHH5Eid",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","5","6","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63fe7df97332b44a2999fc7f&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a3677b6dc1b665f8daf","63fe7df97332b44a2999fc7f"
"2023-04-12 13:46:20","2023-04-12 13:47:25","0","100","64","1","2023-04-12 13:47:25","R_bPoBOVy4EvCXOtb",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=62dc177e02f82aabb20aebc2&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a7fdccd1886d47a1654","62dc177e02f82aabb20aebc2"
"2023-04-12 13:46:38","2023-04-12 13:47:31","0","100","53","1","2023-04-12 13:47:32","R_qC3tLYPrgf3KmQN",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=606734f4935218ab9f94703c&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a948fca99f9c702f6d6","606734f4935218ab9f94703c"
"2023-04-12 13:47:04","2023-04-12 13:47:35","0","100","30","1","2023-04-12 13:47:35","R_1FSuWFw0O09hkUp",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=57b560e4a18afd00013e0579&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ab50572e1db95321afb","57b560e4a18afd00013e0579"
"2023-04-12 13:46:14","2023-04-12 13:47:35","0","100","81","1","2023-04-12 13:47:36","R_dgRfAG787Rq65bP",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","2","4","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=58477607f1b9b3000192bb01&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a76d43a4c4dc1dc6ef1","58477607f1b9b3000192bb01"
"2023-04-12 13:45:30","2023-04-12 13:47:35","0","100","125","1","2023-04-12 13:47:36","R_1HqT8betKRBbAXL",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","6","6","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5a53e59af6c5170001949a39&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a523594f8ca617f8900","5a53e59af6c5170001949a39"
"2023-04-12 13:46:46","2023-04-12 13:47:36","0","100","49","1","2023-04-12 13:47:37","R_12qXGFov2DEf8O5",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","1","1","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=604fc38a4de8e6e1e0e0ea7b&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a9a365b089239f9b649","604fc38a4de8e6e1e0e0ea7b"
"2023-04-12 13:46:44","2023-04-12 13:47:39","0","100","54","1","2023-04-12 13:47:39","R_VU6bTs7fSz36R4l",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","3","4","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63c437337eef664e06fdf1f7&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a8faae5a38c749cf4e6","63c437337eef664e06fdf1f7"
"2023-04-12 13:46:33","2023-04-12 13:47:39","0","100","65","1","2023-04-12 13:47:39","R_7TAWTHthHxPyCvD",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","3","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=61083a81b73e8f4168364565&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a907f8720ddf27a166a","61083a81b73e8f4168364565"
"2023-04-12 13:46:39","2023-04-12 13:47:40","0","100","61","1","2023-04-12 13:47:41","R_2TZwioirhp2QcRy",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","4","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=59949236c825cf0001d7dcdc&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a901853737cd80d5dbb","59949236c825cf0001d7dcdc"
"2023-04-12 13:47:07","2023-04-12 13:47:40","0","100","33","1","2023-04-12 13:47:41","R_3a3wU3yeLCyzHfH",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5edecc4ccf4753179aa5a357&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ab587c5c81ac74f2e51","5edecc4ccf4753179aa5a357"
"2023-04-12 13:46:39","2023-04-12 13:47:41","0","100","62","1","2023-04-12 13:47:42","R_1FzaV2JRZf9uXhg",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=558ffe16fdf99b3f7aada34d&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a94e5ea2440aeba17ba","558ffe16fdf99b3f7aada34d"
"2023-04-12 13:46:36","2023-04-12 13:47:43","0","100","67","1","2023-04-12 13:47:44","R_2tKDklbWdEPSoS3",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63d8352e4565d58f6e88cf09&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a7d2707bd2f42f55fc9","63d8352e4565d58f6e88cf09"
"2023-04-12 13:47:09","2023-04-12 13:47:44","0","100","34","1","2023-04-12 13:47:45","R_10MgFqyCfH68oWO",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","4","4","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=612bfa26437162073ed2077b&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370aa305adfac2825c7181","612bfa26437162073ed2077b"
"2023-04-12 13:45:26","2023-04-12 13:47:45","0","100","138","1","2023-04-12 13:47:45","R_3n7LDihZR37zDoj",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","3","5","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=631d1e66900f4855704e8c6e&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a51809b7a99625f8d6d","631d1e66900f4855704e8c6e"
"2023-04-12 13:47:07","2023-04-12 13:47:45","0","100","38","1","2023-04-12 13:47:45","R_1dxWPwaUQc1d9Vd",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","3","3","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6400db504f6a02fa1df7c5d5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ab12f4c43414be4bfcd","6400db504f6a02fa1df7c5d5"
"2023-04-12 13:47:25","2023-04-12 13:47:50","0","100","24","1","2023-04-12 13:47:51","R_eRou3evzTDWwf5f",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","4","6","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5ebca40606c6fe000da5f510&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ac77896660fdbc2dbf1","5ebca40606c6fe000da5f510"
"2023-04-12 13:47:05","2023-04-12 13:47:51","0","100","45","1","2023-04-12 13:47:51","R_UPUeRjrBpG0pIBz",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","6","6","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5baac103748f990001a1101e&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a94ae7d7822a53d3698","5baac103748f990001a1101e"
"2023-04-12 13:46:51","2023-04-12 13:47:52","0","100","61","1","2023-04-12 13:47:53","R_3RvKn7OBOVDfOyG",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","2","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63d17cf704d2d7053d56b962&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370aa1f133b2bd3ac652a2","63d17cf704d2d7053d56b962"
"2023-04-12 13:47:12","2023-04-12 13:47:56","0","100","44","1","2023-04-12 13:47:57","R_3D7xhN286IHGoYF",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","3","4","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=62e16fb51640e18c6eae623f&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ab8308de959497171d0","62e16fb51640e18c6eae623f"
"2023-04-12 13:46:54","2023-04-12 13:47:55","0","100","60","1","2023-04-12 13:47:57","R_2ZPqy4emxYkYiRP",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","5","7","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=58dcfe010674970001e928e5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643709ec8878608d82f55f5b","58dcfe010674970001e928e5"
"2023-04-12 13:47:18","2023-04-12 13:47:57","0","100","39","1","2023-04-12 13:47:58","R_bPWozfx6LmRVBGV",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","5","6","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=608aede3203836ab453453a0&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370abdad0bdb462aa6bf23","608aede3203836ab453453a0"
"2023-04-12 13:46:57","2023-04-12 13:47:58","0","100","61","1","2023-04-12 13:47:58","R_1hWgW5Z0V4iLHPI",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","1","5","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6400daa477149fbfbc36f6c3&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370aa896a2676b33111709","6400daa477149fbfbc36f6c3"
"2023-04-12 13:47:15","2023-04-12 13:47:59","0","100","43","1","2023-04-12 13:47:59","R_3r0sNkAaL2MS1js",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","6","6","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=61026cadb23cf6dca7e0c12e&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ab407482719a597bf5f","61026cadb23cf6dca7e0c12e"
"2023-04-12 13:47:32","2023-04-12 13:48:00","0","100","27","1","2023-04-12 13:48:00","R_D0sPGlocxHAHQ7T",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d46daa91274770001916403&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370acff133b2bd3ac652a7","5d46daa91274770001916403"
"2023-04-12 13:47:29","2023-04-12 13:48:00","0","100","30","1","2023-04-12 13:48:00","R_1gUCOancCm2Nwoj",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","4","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6234790e93ccbf5fc88ad4fe&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370acbe297ec3922d4545d","6234790e93ccbf5fc88ad4fe"
"2023-04-12 13:45:00","2023-04-12 13:48:02","0","100","181","1","2023-04-12 13:48:02","R_1IgiUcAj2Bw0zvZ",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","6","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5dcccec0092079953154f997&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a1b19193802e0dc6fae","5dcccec0092079953154f997"
"2023-04-12 13:47:38","2023-04-12 13:48:04","0","100","26","1","2023-04-12 13:48:04","R_1F3ZyuLhyE1ynF6",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=607778a26ff3de83125f50c5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ad42cf15c38a020f323","607778a26ff3de83125f50c5"
"2023-04-12 13:45:39","2023-04-12 13:48:04","0","100","145","1","2023-04-12 13:48:05","R_2vZhgSZ9SL6rPuk",NA,NA,NA,NA,"anonymous","EN","2","2","1","2","1","4","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60bae671bf92bf34f7a774ce&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a5a8fca99f9c702f6ce","60bae671bf92bf34f7a774ce"
"2023-04-12 13:47:36","2023-04-12 13:48:06","0","100","29","1","2023-04-12 13:48:07","R_3qkBwamEcwvmnnG",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","6","6","3","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5c1827dbebe9950001752e40&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ad302e80878ff967a04","5c1827dbebe9950001752e40"
"2023-04-12 13:47:28","2023-04-12 13:48:06","0","100","38","1","2023-04-12 13:48:07","R_30cSteMuP76ENta",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","5","5","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=612ba4bfee20a1ffc86116f9&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ac7f4596623ac259d0a","612ba4bfee20a1ffc86116f9"
"2023-04-12 13:47:27","2023-04-12 13:48:07","0","100","39","1","2023-04-12 13:48:07","R_xmypeQZBPIrVZst",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","1","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=631f3e52174dc4e4047bbdce&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370accc6aa870ab4a4f28b","631f3e52174dc4e4047bbdce"
"2023-04-12 13:47:29","2023-04-12 13:48:12","0","100","42","1","2023-04-12 13:48:13","R_1MSZXqu9ruuLea6",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5e8b414388ac1c80052bf196&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a89c6aa870ab4a4f280","5e8b414388ac1c80052bf196"
"2023-04-12 13:47:27","2023-04-12 13:48:13","0","100","45","1","2023-04-12 13:48:13","R_3rJrbLV0pJp55y0",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","4","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6416461538ccc3608b730acc&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ac8bf639ef3b0a730b9","6416461538ccc3608b730acc"
"2023-04-12 13:47:36","2023-04-12 13:48:14","0","100","37","1","2023-04-12 13:48:14","R_1NFHIdOY9JvB2Fj",NA,NA,NA,NA,"anonymous","EN","2","2","1","1","3","2","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5c91ab9b47fad40011be8306&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ad369e8131b62d69510","5c91ab9b47fad40011be8306"
"2023-04-12 13:48:08","2023-04-12 13:48:14","0","100","5","1","2023-04-12 13:48:14","R_xxqZIKYofXcFZjr",NA,NA,NA,NA,"anonymous","EN","1",NA,NA,NA,NA,NA,NA,"https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=62aa26e333b0fca51f65d3ac&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370af1a6f0fdb0a360531a","62aa26e333b0fca51f65d3ac"
"2023-04-12 13:47:32","2023-04-12 13:48:14","0","100","42","1","2023-04-12 13:48:14","R_1pPrhbihgtYkl6k",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","6","7","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=64135a1754a2b94d653f9c79&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370acebec3db3f5b58b22f","64135a1754a2b94d653f9c79"
"2023-04-12 13:47:40","2023-04-12 13:48:15","0","100","35","1","2023-04-12 13:48:16","R_3fJmXDgEnI8m7G0",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=633fce40238b274171326345&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ad4b2a6f89f399086db","633fce40238b274171326345"
"2023-04-12 13:47:30","2023-04-12 13:48:16","0","100","46","1","2023-04-12 13:48:16","R_3KBf2FI7xyolCgl",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","4","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5c43c90d5aca820001f73f6f&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370accf133b2bd3ac652a6","5c43c90d5aca820001f73f6f"
"2023-04-12 13:47:17","2023-04-12 13:48:19","0","100","62","1","2023-04-12 13:48:20","R_21jKZ884nDEuPAP",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","6","6","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d54b73f1c1de70015d50959&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370abf2345cbe49fc2e5ef","5d54b73f1c1de70015d50959"
"2023-04-12 13:47:56","2023-04-12 13:48:21","0","100","25","1","2023-04-12 13:48:22","R_2OHHTzSWOsvg48G",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","2","2","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60fd89617258b322c92fdd03&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ae32f4c43414be4bfd6","60fd89617258b322c92fdd03"
"2023-04-12 13:47:16","2023-04-12 13:48:22","0","100","66","1","2023-04-12 13:48:23","R_3lKYd0xQcE1MBPs",NA,NA,NA,NA,"anonymous","EN","2","4","1","7","4","1","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=64000dda0fce93bc6b161ad5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370abad0b9ac13cfdc6fd8","64000dda0fce93bc6b161ad5"
"2023-04-12 13:47:54","2023-04-12 13:48:26","0","100","31","1","2023-04-12 13:48:27","R_1NCwicfNxyjtmNw",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","6","6","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5cbb78d664170f00011d7c4f&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370adb31d9e50c1c3dc6af","5cbb78d664170f00011d7c4f"
"2023-04-12 13:47:42","2023-04-12 13:48:28","0","100","45","1","2023-04-12 13:48:29","R_1gCMiYOD2cjZ4dV",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","6","7","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d67476c0ca617001699fe7a&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370acfae7d7822a53d369e","5d67476c0ca617001699fe7a"
"2023-04-12 13:47:42","2023-04-12 13:48:31","0","100","48","1","2023-04-12 13:48:31","R_2rGSN8sqAKC80Uu",NA,NA,NA,NA,"anonymous","EN","2","2","1","1","1","1","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=590208c89571f50001c666e3&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370adc7e5927f587fc8611","590208c89571f50001c666e3"
"2023-04-12 13:46:40","2023-04-12 13:48:33","0","100","113","1","2023-04-12 13:48:34","R_vweVMFXaMrbgMVz",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","5","6","3","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5a4d3a083646f90001b44066&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370a9977b6dc1b665f8db9","5a4d3a083646f90001b44066"
"2023-04-12 13:47:54","2023-04-12 13:48:36","0","100","42","1","2023-04-12 13:48:37","R_1eFXX4wAR8pPjCk",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","3","4","3","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6100265154484509f0434d87&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ae5ddd2df77e30a4197","6100265154484509f0434d87"
"2023-04-12 13:47:40","2023-04-12 13:48:37","0","100","56","1","2023-04-12 13:48:38","R_3Mb1LH7K5miobG8",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","3","3","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60fe3ce41f559f27dda81492&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370ad526232e4b99577eaf","60fe3ce41f559f27dda81492"
